index,label
50,"""+49 (721) 608 4283"""
51,"""+49 (721) 608 4512"""
52,"""+49 (721) 608 4514"""
53,"""+49 (721) 608 4516"""
54,"""+49 (721) 608 4522"""
55,"""+49 (721) 608 4536"""
56,"""+49 (721) 608 4537"""
57,"""+49 (721) 608 4547"""
58,"""+49 (721) 608 4548"""
59,"""+49 (721) 608 4553"""
60,"""+49 (721) 608 4556"""
61,"""+49 (721) 608 4557"""
62,"""+49 (721) 608 4576"""
63,"""+49 (721) 608 4750"""
64,"""+49 (721) 608 4751"""
65,"""+49 (721) 608 4752"""
66,"""+49 (721) 608 4754"""
67,"""+49 (721) 608 5998"""
68,"""+49 (721) 608 6034"""
69,"""+49 (721) 608 6035"""
70,"""+49 (721) 608 6036"""
71,"""+49 (721) 608 6037"""
72,"""+49 (721) 608 6038"""
73,"""+49 (721) 608 6056"""
74,"""+49 (721) 608 6108"""
75,"""+49 (721) 608 6144"""
76,"""+49 (721) 608 6554"""
77,"""+49 (721) 608 6557"""
78,"""+49 (721) 608 6558"""
79,"""+49 (721) 608 6580"""
80,"""+49 (721) 608 6581"""
81,"""+49 (721) 608 6582"""
82,"""+49 (721) 608 6585"""
83,"""+49 (721) 608 6586"""
84,"""+49 (721) 608 6588"""
85,"""+49 (721) 608 6589"""
86,"""+49 (721) 608 6590"""
87,"""+49 (721) 608 6591"""
88,"""+49 (721) 608 6592"""
89,"""+49 (721) 608 6817"""
90,"""+49 (721) 608 7362"""
91,"""+49 (721) 608 7363"""
92,"""+49 (721) 608 7467"""
93,"""+49 (721) 608 7680"""
94,"""+49 (721) 608 7825"""
95,"""+49 (721) 608 7946"""
96,"""+49 (721) 608 7947"""
97,"""+49 (721) 608 8941"""
98,"""+49 (721) 693717"""
99,"""+49 (721) 9537 954"""
100,"""+49 (721) 9654 852"""
101,"""+49 (721) 9654-857"""
102,"""+49 179 4862068"""
103,"""+49 341 97-32275"""
104,"""+49 341 97-32279"""
105,"""+49 6227 78 47181"""
106,"""+49 721 608 3509"""
107,"""+49 721 608 6558"""
108,"""+49 721 608-3924"""
109,"""+49 721 608-4062"""
110,"""+49 721 608-6558"""
111,"""+49 721 6635933"""
112,"""+49 721 6635934"""
113,"""+49 721 6902 59"""
114,"""+49 721 693717"""
115,"""+49(261)287-2795"""
116,"""-"""
117,"""/BIK/GuS"""
118,"""0"""
119,"""0-387-27630-0"""
120,"""0-7923-9601-4"""
121,"""01/05"""
122,"""01628076733; 07243980613"""
123,"""01733154945"""
124,"""0174 1716614"""
125,"""017623132962"""
126,"""017623588352"""
127,"""0177 589 48 48"""
128,"""01773375353"""
129,"""01777935715"""
130,"""01792063896; 07219094609"""
131,"""03301"""
132,"""0470025964"""
133,"""05"""
134,"""05271"""
135,"""05371"""
136,"""06/04"""
137,"""0721 / 608-6558"""
138,"""0721 / 693717"""
139,"""0721 / 90 91 336"""
140,"""0721/ 9095123, 01797894541"""
141,"""0721/174750, 017622290232"""
142,"""0721/2087708, 0179480 6524"""
143,"""0721/2088979, 01797919286"""
144,"""0721/254 2466, 01794806524"""
145,"""0721/608-3924"""
146,"""0721/608-6558"""
147,"""0721/693717"""
148,"""0721/693861"""
149,"""1 - 26"""
150,"""1"""
151,"""1--2"""
152,"""1-12"""
153,"""1-2"""
154,"""1-2004"""
155,"""1-2006"""
156,"""1-24"""
157,"""1-3"""
158,"""1-4020-7171"""
159,"""1-58603-523-1"""
160,"""1-6"""
161,"""1-9"""
162,"""1. Auflage"""
163,"""1.1.2"""
164,"""1.3"""
165,"""1.4"""
166,"""1/1995"""
167,"""10"""
168,"""10-17"""
169,"""1007-1115"""
170,"""101-112"""
171,"""101-117"""
172,"""103-114"""
173,"""104-107"""
174,"""104-111"""
175,"""105"""
176,"""105--122"""
177,"""105-112"""
178,"""108"""
179,"""10th Annual Workshop on Economic Heterogeneous Interacting Agents (WEHIA 2005)"""
180,"""10th Symposium on Finance, Banking, and Insurance, Book of Abstracts p. 52"""
181,"""11"""
182,"""11--28"""
183,"""11-13"""
184,"""11-20"""
185,"""11-58"""
186,"""11.IuK-Jahrestagung 2005"""
187,"""110--124"""
188,"""110-125"""
189,"""1100 - 1107"""
190,"""111-122"""
191,"""111-125"""
192,"""112--119"""
193,"""113-121"""
194,"""113-130"""
195,"""115-126"""
196,"""116-131"""
197,"""1168-1173"""
198,"""117-128"""
199,"""117-132"""
200,"""117-135"""
201,"""1174-1178"""
202,"""118-123"""
203,"""12"""
204,"""12.1.1"""
205,"""120--127"""
206,"""120-137"""
207,"""1205-1222"""
208,"""121--134"""
209,"""122--136"""
210,"""123"""
211,"""123--140"""
212,"""123-125"""
213,"""123-131"""
214,"""123-134"""
215,"""123-159"""
216,"""124"""
217,"""124-132"""
218,"""125-130"""
219,"""125-133"""
220,"""1261-1278"""
221,"""128"""
222,"""128-146"""
223,"""128-152"""
224,"""12th International Conference on Computing in Economics and Finance, Book of Abstracts p. 85"""
225,"""13"""
226,"""13-20"""
227,"""130-137"""
228,"""130-142"""
229,"""131-145"""
230,"""132-146"""
231,"""132-147"""
232,"""135"""
233,"""136-148"""
234,"""136-149"""
235,"""137-138"""
236,"""137-140"""
237,"""13th European Conference on Information Systems"""
238,"""14"""
239,"""14-21"""
240,"""14-24"""
241,"""14-28"""
242,"""140-151"""
243,"""1407-1420"""
244,"""141--156"""
245,"""141-154"""
246,"""142-143"""
247,"""142-149"""
248,"""142-154"""
249,"""143-156"""
250,"""1433-1440"""
251,"""144-155"""
252,"""145-151"""
253,"""146-153"""
254,"""147"""
255,"""147-150"""
256,"""147-156"""
257,"""1472"""
258,"""148-169"""
259,"""149"""
260,"""149-162"""
261,"""149-166"""
262,"""15"""
263,"""15-26"""
264,"""151-156"""
265,"""152-162"""
266,"""153"""
267,"""155-164"""
268,"""156"""
269,"""1568-1569"""
270,"""157-161"""
271,"""1570"""
272,"""159 - 182"""
273,"""159-168"""
274,"""1590-1597"""
275,"""16"""
276,"""16-21"""
277,"""16-30"""
278,"""160-170"""
279,"""1602 - 1609"""
280,"""161-169"""
281,"""161-198"""
282,"""162 - 173"""
283,"""162-171"""
284,"""1621"""
285,"""163-169"""
286,"""163-202"""
287,"""165-170"""
288,"""165-175"""
289,"""165-176"""
290,"""166-168"""
291,"""166-172"""
292,"""166-181"""
293,"""167 - 175"""
294,"""167-194"""
295,"""168-188"""
296,"""169-174"""
297,"""17"""
298,"""17--26"""
299,"""17-20"""
300,"""17-30"""
301,"""170-173"""
302,"""171-184"""
303,"""172-179"""
304,"""1721-1724"""
305,"""173"""
306,"""173-174"""
307,"""174-182"""
308,"""175"""
309,"""175-190"""
310,"""176-189"""
311,"""178 - 189"""
312,"""18"""
313,"""18-23"""
314,"""18-24"""
315,"""1806"""
316,"""181-188"""
317,"""181-215"""
318,"""182-197"""
319,"""183-201"""
320,"""186-192"""
321,"""186-200"""
322,"""187-193"""
323,"""188 - 201"""
324,"""188"""
325,"""189-200"""
326,"""189-207"""
327,"""189-222"""
328,"""1896"""
329,"""19"""
330,"""19-33"""
331,"""19-34"""
332,"""190-195"""
333,"""191-196"""
334,"""193-197"""
335,"""193-207"""
336,"""194-207"""
337,"""194-209"""
338,"""195-200"""
339,"""1952-1957"""
340,"""196 -- 212"""
341,"""197 -- 210"""
342,"""198-213"""
343,"""1990"""
344,"""1991"""
345,"""1992"""
346,"""1993"""
347,"""1994"""
348,"""1995"""
349,"""1996"""
350,"""1997"""
351,"""1998"""
352,"""1999 IEEE Knowledge and Data Engineering Exchange Workshop (KDEX'99), Chicago"""
353,"""1999"""
354,"""19th Workshop on (Constraint) Logic Programming, Ulm, Germany, February 2005"""
355,"""1st Australian Workshop on Engineering Service-Oriented Systems (AWESOS 2004) Wednesday, 14 April 2004, Melbourne, Australia. In conjunction with the Australian Software Engineering Conference (ASWEC)"""
356,"""1st German Workshop on Experience Management: Sharing Experiences about the Sharing of Experience, Berlin, March 7-8, 2002, Proceedings"""
357,"""1st International Conference on Economic Sciences with Heterogeneous Interacting Agents (WEHIA 2006), University of Bologna, Italy"""
358,"""1st International Workshop on  Ontologies and Distributed Systems (ODS2003)"""
359,"""1st International Workshop on Scripting for the Semantic Web SFSW 2005"""
360,"""1st International Workshop on Semantic Technologies in Collaborative Applications STICA 06"""
361,"""1st National Workshop  Ontologie-basiertes Wissensmanagement (WOW2003)"""
362,"""1st Workshop on  Formal Ontologies Meet Industry, FOMI'05, Verona, Italy, June 2005"""
363,"""1st Workshop on Evaluation of Ontology-based Tools (EON2002), Siguenza (Spain), 30th September 2002"""
364,"""2"""
365,"""2-19"""
366,"""2-3"""
367,"""2-4"""
368,"""2. Auflage"""
369,"""2., neu bearbeitete Auflage"""
370,"""2.1"""
371,"""2.1.2"""
372,"""2.2"""
373,"""2.2.1v2"""
374,"""2.2.2"""
375,"""2.2.3"""
376,"""2.3.3.v1"""
377,"""2.3.3.v2"""
378,"""2.6.2"""
379,"""2.6.3"""
380,"""2.6.4"""
381,"""2.6.5"""
382,"""2.6.6"""
383,"""20"""
384,"""20-24"""
385,"""20-27"""
386,"""20-31"""
387,"""200-225"""
388,"""2000"""
389,"""2001"""
390,"""2002"""
391,"""2003"""
392,"""2004"""
393,"""2005"""
394,"""2005-01"""
395,"""2006"""
396,"""2006/2007"""
397,"""2007 IEEE Symposium on Foundations of Computational Intelligence"""
398,"""2007"""
399,"""201--203"""
400,"""202-211"""
401,"""202-215"""
402,"""203-215"""
403,"""2040-2041"""
404,"""205"""
405,"""207-212"""
406,"""208-213"""
407,"""21"""
408,"""21-36"""
409,"""211-216"""
410,"""211-226"""
411,"""212"""
412,"""2120"""
413,"""214-226"""
414,"""216"""
415,"""217-228"""
416,"""218 - 231"""
417,"""21st ICDE World Conference on Open Learning & Distance Education"""
418,"""22"""
419,"""22-33"""
420,"""22-37"""
421,"""220-221"""
422,"""221"""
423,"""221-235"""
424,"""221-240"""
425,"""223-237"""
426,"""225-230"""
427,"""225-232"""
428,"""227-238"""
429,"""2279"""
430,"""228-246"""
431,"""229-248"""
432,"""23"""
433,"""23-26"""
434,"""23-32"""
435,"""230-242"""
436,"""231"""
437,"""231-241"""
438,"""231-266"""
439,"""2321-2324"""
440,"""2342"""
441,"""235-240"""
442,"""235-244"""
443,"""235-262"""
444,"""236-249"""
445,"""237 - 246"""
446,"""239-262"""
447,"""23rd International Conference on Conceptual Modeling (ER2004)"""
448,"""24"""
449,"""24-34"""
450,"""241--256"""
451,"""242-255"""
452,"""243-253"""
453,"""243-263"""
454,"""243-269"""
455,"""244-265"""
456,"""245-264"""
457,"""2453"""
458,"""2455"""
459,"""246-255"""
460,"""2463"""
461,"""2472"""
462,"""2473"""
463,"""25 - 32"""
464,"""25"""
465,"""250-261"""
466,"""250-263"""
467,"""2519"""
468,"""252-256"""
469,"""2542-2547"""
470,"""255-262"""
471,"""2569"""
472,"""257-280"""
473,"""26"""
474,"""26-33"""
475,"""26-34"""
476,"""2632"""
477,"""264-278"""
478,"""2663"""
479,"""267-281"""
480,"""27-30"""
481,"""27-34"""
482,"""270-274"""
483,"""2712"""
484,"""272"""
485,"""2746"""
486,"""2769"""
487,"""277-300"""
488,"""278--285"""
489,"""2796-2801"""
490,"""28"""
491,"""28-29"""
492,"""28-32"""
493,"""28-33"""
494,"""28-37"""
495,"""281-288"""
496,"""281-302"""
497,"""281-305"""
498,"""2813"""
499,"""2821"""
500,"""2831"""
501,"""284 -- 288"""
502,"""284"""
503,"""2845-2848"""
504,"""285"""
505,"""285â€“300"""
506,"""286-302"""
507,"""287-299"""
508,"""287-301"""
509,"""287-325"""
510,"""2870"""
511,"""2888"""
512,"""2889"""
513,"""29-50"""
514,"""292"""
515,"""2956"""
516,"""296"""
517,"""298-299"""
518,"""298-312"""
519,"""299 - 303"""
520,"""2nd International Workshop on Evaluation of Ontology based Tools (EON2003)"""
521,"""2nd Workshop on Knowledge Markup and Semantic Annotation"""
522,"""3"""
523,"""3--14"""
524,"""3-10"""
525,"""3-446-22878-0"""
526,"""3-446-40493-7"""
527,"""3-519-00491-7"""
528,"""3-8334-3532-1"""
529,"""3-87005-067-5"""
530,"""3-89963-406-3"""
531,"""3-9"""
532,"""3., neu bearbeitete Auflage"""
533,"""3.1.1.a"""
534,"""3.1.1.b"""
535,"""3.2.1"""
536,"""3.2.2"""
537,"""3.2.4"""
538,"""3.e."""
539,"""3/05"""
540,"""30"""
541,"""30--49"""
542,"""3005"""
543,"""301"""
544,"""301--320"""
545,"""301-328"""
546,"""303"""
547,"""303-316"""
548,"""303-318"""
549,"""303-322"""
550,"""304-313"""
551,"""304-317"""
552,"""305-339"""
553,"""3053"""
554,"""3059"""
555,"""307"""
556,"""307-322"""
557,"""31"""
558,"""31-34"""
559,"""31-35"""
560,"""31-42"""
561,"""31-53"""
562,"""310-316"""
563,"""3102"""
564,"""3103"""
565,"""3103-3129"""
566,"""311-333"""
567,"""312"""
568,"""3127"""
569,"""314-319"""
570,"""315-320"""
571,"""316"""
572,"""317-359"""
573,"""3172"""
574,"""319"""
575,"""32"""
576,"""32-34"""
577,"""320-327"""
578,"""321"""
579,"""321-333"""
580,"""3231"""
581,"""3238"""
582,"""3242"""
583,"""325-333"""
584,"""327--328"""
585,"""3290"""
586,"""3298"""
587,"""33"""
588,"""33-38"""
589,"""33-46"""
590,"""330--331"""
591,"""3307"""
592,"""331-334"""
593,"""332 - 341"""
594,"""333-346"""
595,"""334-341"""
596,"""335-350"""
597,"""3379 / 2005"""
598,"""34-38"""
599,"""340-355"""
600,"""341-343"""
601,"""341-353"""
602,"""3410"""
603,"""342-350"""
604,"""3446229469"""
605,"""3449"""
606,"""345-361"""
607,"""346-357"""
608,"""347--362"""
609,"""347-352"""
610,"""348"""
611,"""348-356"""
612,"""348-357"""
613,"""349"""
614,"""349-354"""
615,"""35-37"""
616,"""35-42"""
617,"""350-356"""
618,"""351"""
619,"""351-365"""
620,"""3513"""
621,"""352-365"""
622,"""353-367"""
623,"""3532"""
624,"""354"""
625,"""3540663916"""
626,"""355"""
627,"""355-360"""
628,"""3550 / 2005"""
629,"""356"""
630,"""356-361"""
631,"""356-368"""
632,"""357"""
633,"""357--368"""
634,"""357-364"""
635,"""357-378"""
636,"""358"""
637,"""359"""
638,"""359-367"""
639,"""359-369"""
640,"""359-389"""
641,"""3590"""
642,"""3596"""
643,"""36-51"""
644,"""360"""
645,"""361"""
646,"""361-382"""
647,"""362"""
648,"""363"""
649,"""365"""
650,"""366"""
651,"""3662"""
652,"""367"""
653,"""367-374"""
654,"""368"""
655,"""369"""
656,"""37"""
657,"""37-40"""
658,"""37-43"""
659,"""37-44"""
660,"""37-45"""
661,"""370"""
662,"""371"""
663,"""371-372"""
664,"""372-393"""
665,"""3729"""
666,"""373 - 399"""
667,"""373-392"""
668,"""375"""
669,"""376"""
670,"""3760"""
671,"""3762"""
672,"""378"""
673,"""378-383"""
674,"""3782 / 2005"""
675,"""3782"""
676,"""379"""
677,"""379-388"""
678,"""37th Hawaii International Conference on System Sciences (HICSS-37 2004)"""
679,"""38"""
680,"""38-39"""
681,"""380"""
682,"""380-420"""
683,"""3803"""
684,"""3808 / 2005"""
685,"""381"""
686,"""382"""
687,"""3826"""
688,"""3826576691"""
689,"""383"""
690,"""383-397"""
691,"""384"""
692,"""386"""
693,"""386-398"""
694,"""387"""
695,"""3874"""
696,"""388"""
697,"""388-395"""
698,"""389-407"""
699,"""389-418"""
700,"""39"""
701,"""3907"""
702,"""391"""
703,"""391-399"""
704,"""391-404"""
705,"""392"""
706,"""393"""
707,"""393--397"""
708,"""3932"""
709,"""394"""
710,"""395"""
711,"""396"""
712,"""397"""
713,"""398"""
714,"""398-414"""
715,"""399"""
716,"""3rd European Workshop on Scheduling and Timetabling and 3rd European Workshop on Evolutionary Methods for AI Planning (EvoSTIM/EvoPLAN-2002), Kinsale, Ireland"""
717,"""3rd International Workshop on Evaluation of Ontology based Tools (EON2004)"""
718,"""3rd World Conference on Computational Statistics & Data Analysis, Book of Abstracts p. 47"""
719,"""4"""
720,"""4-15"""
721,"""4. Deutsche ORACLE Business-Software Anwenderkonferenz"""
722,"""4.2.1"""
723,"""4.4.1"""
724,"""4/5"""
725,"""40-45"""
726,"""400"""
727,"""401"""
728,"""401-406"""
729,"""4011"""
730,"""402"""
731,"""403"""
732,"""403-425"""
733,"""404"""
734,"""405"""
735,"""405- 420"""
736,"""405--408"""
737,"""406"""
738,"""4068"""
739,"""407"""
740,"""408"""
741,"""4080/2006"""
742,"""409"""
743,"""41--60"""
744,"""41-50"""
745,"""41-52"""
746,"""41-54"""
747,"""410"""
748,"""411"""
749,"""412"""
750,"""413"""
751,"""413-426"""
752,"""414"""
753,"""416"""
754,"""417"""
755,"""418"""
756,"""4185"""
757,"""419"""
758,"""4193"""
759,"""42"""
760,"""42-48"""
761,"""420"""
762,"""421"""
763,"""422"""
764,"""423"""
765,"""424"""
766,"""425"""
767,"""426"""
768,"""426-431"""
769,"""4273"""
770,"""4275"""
771,"""429-436"""
772,"""43"""
773,"""43-50"""
774,"""43-65"""
775,"""430-434"""
776,"""4309"""
777,"""431-438"""
778,"""434-446"""
779,"""435-439"""
780,"""438-452"""
781,"""439-448"""
782,"""44"""
783,"""445-454"""
784,"""45"""
785,"""45-55"""
786,"""451-452"""
787,"""451-462"""
788,"""453-456"""
789,"""453-467"""
790,"""455-476"""
791,"""457-470"""
792,"""459-472"""
793,"""459-478"""
794,"""46-57"""
795,"""461-478"""
796,"""462-471"""
797,"""464-478"""
798,"""465-476"""
799,"""47"""
800,"""47-55"""
801,"""47-65"""
802,"""47-68"""
803,"""477-484"""
804,"""48"""
805,"""48-54"""
806,"""48-57"""
807,"""48-59"""
808,"""486-499"""
809,"""487-492"""
810,"""488-497"""
811,"""489-500"""
812,"""49"""
813,"""49-56"""
814,"""49-63"""
815,"""490-505"""
816,"""491 -- 505"""
817,"""495-505"""
818,"""496 - 498"""
819,"""499-507"""
820,"""499-517"""
821,"""4th European Workshop on Image Analysis for Multimedia Interactive Services (WIAMIS'03), London"""
822,"""4th IASTED International Conference on Web-based Education (WBE2005)"""
823,"""4th International Semantic Web Conference (ISWC'06)"""
824,"""5"""
825,"""5-9"""
826,"""50"""
827,"""50-54"""
828,"""500--506"""
829,"""500-516"""
830,"""501"""
831,"""501-513"""
832,"""506 - 514"""
833,"""506-523"""
834,"""507-515"""
835,"""508 - 517"""
836,"""509-518"""
837,"""51"""
838,"""51-58"""
839,"""51-65"""
840,"""51-70"""
841,"""514-519"""
842,"""52"""
843,"""52-53"""
844,"""52-60"""
845,"""520-529"""
846,"""523 - 533"""
847,"""523-532"""
848,"""527-550"""
849,"""53-66"""
850,"""534-546"""
851,"""536-543"""
852,"""537-548"""
853,"""541-544"""
854,"""546"""
855,"""55"""
856,"""55-63"""
857,"""552-558"""
858,"""552-565"""
859,"""557-562"""
860,"""56"""
861,"""560 - 569"""
862,"""563-572"""
863,"""564"""
864,"""565-570"""
865,"""57"""
866,"""57-62"""
867,"""57-71"""
868,"""570-583"""
869,"""579-583"""
870,"""579-598"""
871,"""58-65"""
872,"""58-72"""
873,"""59"""
874,"""59-65"""
875,"""59-69"""
876,"""59-73"""
877,"""59-83"""
878,"""592-607"""
879,"""5th International Conference on Knowledge Management"""
880,"""5th International Conference on Practical Aspects of Knowledge Management"""
881,"""6"""
882,"""6-10"""
883,"""6-7"""
884,"""6.-8.10.2003"""
885,"""6.1"""
886,"""6.2"""
887,"""6.3"""
888,"""6.4"""
889,"""6.5"""
890,"""6.6.1"""
891,"""6.6.3"""
892,"""608 4283"""
893,"""618-636"""
894,"""62"""
895,"""62--78"""
896,"""622"""
897,"""625--639"""
898,"""627 - 652"""
899,"""63-67"""
900,"""63-71"""
901,"""630"""
902,"""64"""
903,"""64-70"""
904,"""640-649"""
905,"""65-70"""
906,"""65-75"""
907,"""65-77"""
908,"""6580"""
909,"""659-675"""
910,"""66"""
911,"""66-71"""
912,"""66-80"""
913,"""662-672"""
914,"""663-670"""
915,"""667"""
916,"""67 - 82"""
917,"""67-74"""
918,"""67-78"""
919,"""67-80"""
920,"""670-673"""
921,"""674-683"""
922,"""68"""
923,"""68--69"""
924,"""683-697"""
925,"""69 - 75"""
926,"""69-76"""
927,"""690-693"""
928,"""692-706"""
929,"""6th IEEE International Workshop on Policies for Distributed Systems and Networks (POLICY 2005)"""
930,"""6th International Conference on Electronic Commerce and Web Technologies"""
931,"""6th International Conference on Information Visualisation (IV02), 10 - 12 July 2002, London, England"""
932,"""7"""
933,"""7-15"""
934,"""7. Internationale Tagung Wirtschaftsinformatik, Track InternetÃ¶konomie"""
935,"""7.1.1"""
936,"""7.1.1.a"""
937,"""7.1.1.b"""
938,"""7.1.2"""
939,"""7.2.1"""
940,"""7/06"""
941,"""70-77"""
942,"""70-79"""
943,"""70-87"""
944,"""707-722"""
945,"""707-724"""
946,"""708-717"""
947,"""71"""
948,"""71-80"""
949,"""715-748"""
950,"""716-731"""
951,"""72--76"""
952,"""72-79"""
953,"""72-81"""
954,"""72-85"""
955,"""72-86"""
956,"""722-731"""
957,"""725-738"""
958,"""729 - 735"""
959,"""73-87"""
960,"""73-88"""
961,"""74"""
962,"""74-81"""
963,"""747-748"""
964,"""75-82"""
965,"""75-96"""
966,"""750-763"""
967,"""753-762"""
968,"""754-765"""
969,"""76-83"""
970,"""76-91"""
971,"""764-775"""
972,"""765-784"""
973,"""766-777"""
974,"""767-774"""
975,"""77 - 90"""
976,"""77-86"""
977,"""77-90"""
978,"""777"""
979,"""78-85"""
980,"""78-86"""
981,"""79-88"""
982,"""8"""
983,"""8-9"""
984,"""801-818"""
985,"""81-96"""
986,"""823"""
987,"""832"""
988,"""836--854"""
989,"""85-87"""
990,"""85-90"""
991,"""85-96"""
992,"""856"""
993,"""858-875"""
994,"""867"""
995,"""87"""
996,"""87-100"""
997,"""87-112"""
998,"""87-7307-768-2"""
999,"""89"""
1000,"""89-92"""
1001,"""89-94"""
1002,"""8941"""
1003,"""897-912"""
1004,"""8th IASTED International Conference on Computers and Advanced Technology in Education (CATE 2005)"""
1005,"""9 (5)"""
1006,"""9"""
1007,"""9-16"""
1008,"""9-19"""
1009,"""9. Workshop Multimedia in Bildung und Wirtschaft"""
1010,"""9.-11. Mai 2005 in Bonn"""
1011,"""9.-11.4.2003"""
1012,"""9/2005"""
1013,"""906-915"""
1014,"""909-915"""
1015,"""91-104"""
1016,"""913-928"""
1017,"""92-105"""
1018,"""92-896-0434-4"""
1019,"""923-934"""
1020,"""945 - 965"""
1021,"""95-104"""
1022,"""96 - 107"""
1023,"""96"""
1024,"""97-107"""
1025,"""97-112"""
1026,"""972-986"""
1027,"""978-985"""
1028,"""98"""
1029,"""98-103"""
1030,"""987-991"""
1031,"""989"""
1032,"""99--103"""
1033,"""99--106"""
1034,"""99-109"""
1035,"""<b>Awarded with the first prize of the Integrata foundation, TÃ¼bingen, (Dr. Wolfgang Heilmann Award for humane usage of information technology)</b>"""
1036,"""<b>Nominated for best paper award!</b>"""
1037,"""A Bidirectional ILP Algorithm"""
1038,"""A Case Study: Assumptions and Limitations of a Problem-Solving Method"""
1039,"""A Comparision Of Two Approaches To Model-Based Knowledge Acquisition"""
1040,"""A Comparison Of Languages Which Operationalize And Formalize KADS Models of Expertise"""
1041,"""A Comparison of Disjunctive Well-founded Semantics"""
1042,"""A Comprehensive Approach for the Query Refinement in Information Portals"""
1043,"""A Conceptual Information System consists of a database together with conceptual hierarchies. The visualization of arbitrary combinations of conceptual hierarÂ­ chies by nested line diagrams allows an onÂ­line interaction with a database to analyze data conceptually. The chapter describes the conception of Conceptual Information Systems and discusses the use of their visualization techniques for OnÂ­Line Analytical Processing (OLAP)."""
1044,"""A Conceptual Modeling Approach for Semantics-Driven Enterprise Applications"""
1045,"""A Conceptual Modeling Approach for building semantics-driven enterprise applications"""
1046,"""A Contextual-Logic Extension of TOSCANA"""
1047,"""A Decentralized Infrastructure for Query Answering over Distributed Ontologies"""
1048,"""A Deduction Calculus for Cumulated Clauses on FLE Concept Descriptions"""
1049,"""A Formal Foundation for Workflow Composition, Workflow View Definition, and Workflow Normalization based on Petri Nets"""
1050,"""A Framework for Handling Inconsistency in Changing Ontologies"""
1051,"""A Framework for the Cooperation Support in Educational e-Business Applications"""
1052,"""A Future Perspective: Exploiting Peer-to-Peer and the Semantic Web for Knowledge Management"""
1053,"""A Genetic Algorithm Approach to Self-Organizing Knowledge Intensive Processes"""
1054,"""A Guided Tour through the Data Mining Jungle"""
1055,"""A Heuristic Approach towards an Integrated View on Portfolio Return, Market Risk, Credit Risk and Operational Risk"""
1056,"""A Kampman"""
1057,"""A Knowledge Discovery Workbench for the Semantic Web"""
