instance,label_original,cls_label,cls
http://purl.org/collections/nl/am/proxy-10951,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-10955,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-10978,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-10981,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11009,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11012,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11014,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11028,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11036,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11038,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11046,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11051,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11067,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11068,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11092,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11148,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11149,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11152,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11178,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11201,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11202,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11206,http://purl.org/collections/nl/am/t-15459,Decorative art,1
http://purl.org/collections/nl/am/proxy-11208,http://purl.org/collections/nl/am/t-15459,Decorative art,1
http://purl.org/collections/nl/am/proxy-11211,http://purl.org/collections/nl/am/t-15459,Decorative art,1
http://purl.org/collections/nl/am/proxy-11249,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-11252,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-11257,http://purl.org/collections/nl/am/t-15459,Decorative art,1
http://purl.org/collections/nl/am/proxy-11278,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-11279,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-11286,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-11292,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-11293,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-11294,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-11299,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-11306,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-11314,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-11337,http://purl.org/collections/nl/am/t-15459,Decorative art,1
http://purl.org/collections/nl/am/proxy-11348,http://purl.org/collections/nl/am/t-15459,Decorative art,1
http://purl.org/collections/nl/am/proxy-11350,http://purl.org/collections/nl/am/t-15579,Decorative art,1
http://purl.org/collections/nl/am/proxy-11372,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-11412,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-11413,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-11416,http://purl.org/collections/nl/am/t-15579,Decorative art,1
http://purl.org/collections/nl/am/proxy-11419,http://purl.org/collections/nl/am/t-15579,Decorative art,1
http://purl.org/collections/nl/am/proxy-11429,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-11450,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-11470,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11488,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-11521,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11578,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11604,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11636,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11638,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-11716,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11719,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11734,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11737,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11739,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11766,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11772,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11782,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11789,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11795,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11803,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11804,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11805,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11807,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11810,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11818,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11837,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11841,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11848,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11895,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11918,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-1193,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-11937,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11950,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11963,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11972,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11980,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-11984,http://purl.org/collections/nl/am/t-15573,Decorative art,1
http://purl.org/collections/nl/am/proxy-1199,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-1201,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-12012,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12036,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12042,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12059,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12060,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12062,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12073,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-1208,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-12092,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12093,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12095,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-1210,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-12106,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12108,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12109,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12111,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12115,http://purl.org/collections/nl/am/t-22508,Metallic art,4
http://purl.org/collections/nl/am/proxy-12129,http://purl.org/collections/nl/am/t-22505,Drawings,2
http://purl.org/collections/nl/am/proxy-1213,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-12180,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-12205,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-1221,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-1222,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-12225,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12239,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12254,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12261,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12265,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12272,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12276,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12282,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12286,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12288,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-1229,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-12309,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12315,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12316,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12324,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12325,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-12327,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12335,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12336,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12354,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12366,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12369,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12371,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12378,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12386,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12392,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12405,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12410,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12412,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12415,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12417,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-1242,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-12420,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12421,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12437,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12438,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12443,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12449,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-1246,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-12464,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12470,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12486,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12487,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12488,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12489,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12492,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12498,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12499,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12518,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12530,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12533,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12534,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12536,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12538,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12544,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12546,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12556,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12558,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12559,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12562,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12565,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-1257,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-12571,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12577,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12578,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12587,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12591,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12592,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12594,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-1260,http://purl.org/collections/nl/am/t-22503,Prints,7
http://purl.org/collections/nl/am/proxy-12600,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12616,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12625,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12628,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12647,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12662,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12683,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-12684,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-12689,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12692,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12704,http://purl.org/collections/nl/am/t-5504,Decorative art,1
http://purl.org/collections/nl/am/proxy-12724,http://purl.org/collections/nl/am/t-22507,Decorative art,1
http://purl.org/collections/nl/am/proxy-12726,http://purl.org/collections/nl/am/t-22507,Decorative art,1
http://purl.org/collections/nl/am/proxy-12735,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12739,http://purl.org/collections/nl/am/t-15606,Decorative art,1
http://purl.org/collections/nl/am/proxy-12755,http://purl.org/collections/nl/am/t-15606,Decorative art,1
