instance,cls_label,cls
http://www.wikidata.org/entity/Q65127361,http://www.wikidata.org/entity/Q859369,9
http://www.wikidata.org/entity/Q7278355,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q7760920,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q4366406,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q3190041,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1305455,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2230991,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1766112,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1229807,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1329919,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1620093,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q115512,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1402643,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q6869530,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1763495,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1722631,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2195648,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q63521320,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q6180437,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1144042,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q2373415,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q5352076,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q3040419,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1367548,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1169951,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q184768,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2384699,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q2413543,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1213755,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1230963,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q3594819,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q3222839,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q737904,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1357016,http://www.wikidata.org/entity/Q188473,5
http://www.wikidata.org/entity/Q961403,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q186341,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1698632,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q200091,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1371768,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q61726948,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q19590955,http://www.wikidata.org/entity/Q188473,5
http://www.wikidata.org/entity/Q167432,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q51797794,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3281757,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q2073000,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1537646,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1402538,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q748988,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q511828,http://www.wikidata.org/entity/Q52162262,7
http://www.wikidata.org/entity/Q3832389,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1968853,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q372514,http://www.wikidata.org/entity/Q188473,5
http://www.wikidata.org/entity/Q7717016,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q215518,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1162433,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q821066,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q25136757,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q20422190,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q16954098,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q459057,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1509291,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q542688,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q7720983,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q2482628,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q2925979,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q4055443,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q54274,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q3210661,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q163872,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1575773,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q25057,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q16248805,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q181555,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q5555905,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q216720,http://www.wikidata.org/entity/Q188473,5
http://www.wikidata.org/entity/Q3937862,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1955024,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q7096829,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q804611,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q392530,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q3423831,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q12666735,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q5153449,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1544333,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q322328,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q4443241,http://www.wikidata.org/entity/Q52162262,7
http://www.wikidata.org/entity/Q2403802,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q27450769,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q187561,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1171197,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1857733,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q3236049,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q83885392,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1196432,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q888136,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q7776742,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3018061,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q4567138,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q29383400,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q209538,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q3820833,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q827064,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3548773,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q15905291,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q15410550,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q181069,http://www.wikidata.org/entity/Q188473,5
http://www.wikidata.org/entity/Q3849362,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3111677,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1194909,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q169564,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q837058,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1660156,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3542566,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q451196,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1777166,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q55314385,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q4004139,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2877834,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q7810384,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q1166360,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q880259,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1688579,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q27038025,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1167592,http://www.wikidata.org/entity/Q188473,5
http://www.wikidata.org/entity/Q4347799,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1419980,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q619820,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q7783978,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q248794,http://www.wikidata.org/entity/Q859369,9
http://www.wikidata.org/entity/Q367748,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q528799,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q261550,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q497622,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q12125286,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q55223237,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1171481,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q28101345,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q80429245,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1193098,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q2278509,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q607179,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q57414487,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1198780,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q6129050,http://www.wikidata.org/entity/Q860626,10
http://www.wikidata.org/entity/Q1538599,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q392769,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q155458,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q10527453,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3506408,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q4353211,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1215712,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1748495,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q426482,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1332776,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q499656,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q150804,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1453908,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q8822418,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1078890,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3029222,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1553640,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q3507182,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q339661,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1133874,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q18429,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q498906,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q213081,http://www.wikidata.org/entity/Q188473,5
http://www.wikidata.org/entity/Q2321222,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q641315,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2058578,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q20992385,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q201674,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1603194,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q430535,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3367156,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q32011,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q73803,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2468140,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q34499,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q535395,http://www.wikidata.org/entity/Q52162262,7
http://www.wikidata.org/entity/Q1212344,http://www.wikidata.org/entity/Q860626,10
http://www.wikidata.org/entity/Q764734,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q368577,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1660701,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q4831496,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q74958,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q728485,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1278929,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q100276888,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1106374,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1343175,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q427386,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q6816197,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q21427160,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q202508,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q9293359,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1359772,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1431567,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q969469,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1334572,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q64965491,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q512475,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1187127,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q596260,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q80587280,http://www.wikidata.org/entity/Q12912091,1
http://www.wikidata.org/entity/Q1546058,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q945952,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q592466,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q588464,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q735383,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q518485,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q5267322,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q166588,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1320336,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q978520,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3568106,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q328695,http://www.wikidata.org/entity/Q188473,5
http://www.wikidata.org/entity/Q7712287,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q60609047,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1692016,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1678326,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q47006131,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1473688,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q56346262,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q69648733,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q892735,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3203141,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q4660852,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q42414845,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2004460,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q245465,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2253716,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q487978,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q3227109,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q5679453,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q15629374,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q468877,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q106182,http://www.wikidata.org/entity/Q188473,5
http://www.wikidata.org/entity/Q3404003,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q200299,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q107167,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3222801,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1519753,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q179460,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q5532603,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q2359344,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2985143,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1541847,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q158023,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1217943,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q343668,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q6041237,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q83664668,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q543505,http://www.wikidata.org/entity/Q52162262,7
http://www.wikidata.org/entity/Q3209128,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1743785,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1631690,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1243374,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1064838,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2104178,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q20899412,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3006066,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q731082,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2123101,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q23781155,http://www.wikidata.org/entity/Q188473,5
http://www.wikidata.org/entity/Q7693982,http://www.wikidata.org/entity/Q12912091,1
http://www.wikidata.org/entity/Q1405508,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2132842,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q6517202,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q945586,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q7832589,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q80557,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1068911,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q3418011,http://www.wikidata.org/entity/Q860626,10
http://www.wikidata.org/entity/Q1671105,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q776337,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1360124,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1765162,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q327855,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1028631,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q8050230,http://www.wikidata.org/entity/Q1054574,0
http://www.wikidata.org/entity/Q1419324,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q729026,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q3222841,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q61741851,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1768437,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q478076,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q555014,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q955016,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q952079,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q673153,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q464088,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q615028,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q3224184,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q7737636,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1168233,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q35144519,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q370252,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q470336,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q60738574,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q38620429,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q323930,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3607583,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q766089,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q5040256,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q6783982,http://www.wikidata.org/entity/Q52162262,7
http://www.wikidata.org/entity/Q10559776,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q655992,http://www.wikidata.org/entity/Q157443,4
