instance,cls_label,cls
http://www.wikidata.org/entity/Q592466,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q735383,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q166588,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q978520,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3568106,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q328695,http://www.wikidata.org/entity/Q188473,5
http://www.wikidata.org/entity/Q60609047,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1678326,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q69648733,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q892735,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q4660852,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q5679453,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q15629374,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q200299,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q107167,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1519753,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q179460,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2359344,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2985143,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1541847,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q158023,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1217943,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q343668,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q6041237,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q83664668,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q543505,http://www.wikidata.org/entity/Q52162262,7
http://www.wikidata.org/entity/Q3209128,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1631690,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1064838,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2104178,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q20899412,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3006066,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q731082,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2123101,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q2132842,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q945586,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q80557,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q776337,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1360124,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1765162,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1028631,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q8050230,http://www.wikidata.org/entity/Q1054574,0
http://www.wikidata.org/entity/Q1419324,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q3222841,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q61741851,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q478076,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q955016,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q673153,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q464088,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q3224184,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1168233,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q470336,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q323930,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3607583,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q766089,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q5040256,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q6783982,http://www.wikidata.org/entity/Q52162262,7
http://www.wikidata.org/entity/Q655992,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1159262,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1773081,http://www.wikidata.org/entity/Q859369,9
http://www.wikidata.org/entity/Q7730573,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q976934,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q29832195,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1146404,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q7805388,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2935123,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2017676,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q2640184,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1936875,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q300462,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q198028,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q2635222,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q949642,http://www.wikidata.org/entity/Q1054574,0
http://www.wikidata.org/entity/Q309246,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q4159343,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q466816,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q11000078,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1624413,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q223043,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q683020,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3549145,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2106401,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q4088368,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3209623,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q61726941,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q16395232,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q163205,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1060293,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q7716588,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q56274435,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q192073,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q747245,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q23925076,http://www.wikidata.org/entity/Q859369,9
http://www.wikidata.org/entity/Q61672506,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q222018,http://www.wikidata.org/entity/Q52162262,7
http://www.wikidata.org/entity/Q7742499,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q7489050,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1342998,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q847835,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1040470,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1984935,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q654474,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q83372975,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q2257138,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q66758332,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1656298,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q1199259,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q54020220,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q5098466,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2871675,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q6434185,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1113702,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q783491,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1321622,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q5265538,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q645931,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q2888307,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q61642152,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1057622,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q287536,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1195881,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q26869645,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q764783,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q1633549,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q947596,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q324933,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1620549,http://www.wikidata.org/entity/Q860626,10
http://www.wikidata.org/entity/Q1199345,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q756882,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q161687,http://www.wikidata.org/entity/Q157394,3
http://www.wikidata.org/entity/Q379873,http://www.wikidata.org/entity/Q52162262,7
http://www.wikidata.org/entity/Q19824796,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2185080,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q18786623,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3816356,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1180805,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1638608,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1044598,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q7137311,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q3066507,http://www.wikidata.org/entity/Q859369,9
http://www.wikidata.org/entity/Q1653448,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1163010,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1054656,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q1057798,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q428158,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q241726,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q60049100,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q7165100,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q184255,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3521273,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1197109,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q758583,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q828725,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1755246,http://www.wikidata.org/entity/Q52162262,7
http://www.wikidata.org/entity/Q8874195,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q784812,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3473852,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q3007766,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q183081,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q4656720,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q521136,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q5656502,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q3202628,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q28726631,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q3887593,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q18392433,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q5611641,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q4725699,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q19393,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1194947,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q217020,http://www.wikidata.org/entity/Q188473,5
http://www.wikidata.org/entity/Q1433065,http://www.wikidata.org/entity/Q859369,9
http://www.wikidata.org/entity/Q2414441,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1402542,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3148523,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q2135380,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1130310,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1596726,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q206461,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q194413,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q161678,http://www.wikidata.org/entity/Q157394,3
http://www.wikidata.org/entity/Q2061652,http://www.wikidata.org/entity/Q842256,8
http://www.wikidata.org/entity/Q12104049,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q1169942,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1195531,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q748851,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q564958,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1065568,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q3553253,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q80637703,http://www.wikidata.org/entity/Q12912091,1
http://www.wikidata.org/entity/Q1156078,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q6507901,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q4421721,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q451494,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q926789,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q496734,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q14942817,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q70463856,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q135932,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q27149,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q206124,http://www.wikidata.org/entity/Q860626,10
http://www.wikidata.org/entity/Q3681233,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q10498919,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q2803146,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1146194,http://www.wikidata.org/entity/Q157443,4
http://www.wikidata.org/entity/Q244448,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q1455870,http://www.wikidata.org/entity/Q130232,2
http://www.wikidata.org/entity/Q4316126,http://www.wikidata.org/entity/Q2973158,6
http://www.wikidata.org/entity/Q7751970,http://www.wikidata.org/entity/Q93204,11
http://www.wikidata.org/entity/Q7334782,http://www.wikidata.org/entity/Q859369,9
http://www.wikidata.org/entity/Q1878318,http://www.wikidata.org/entity/Q859369,9
