index,class
113635,6
264955,6
108021,2
136703,6
200417,2
233282,2
267128,2
101018,4
247393,9
109726,2
107931,2
108091,2
99465,6
180385,4
155513,2
160415,2
119866,0
146657,7
106446,2
171156,6
251972,4
122536,7
103416,2
204139,2
239902,2
121882,2
119099,2
132872,2
136588,2
204136,2
153286,6
104793,2
200175,2
154988,6
135356,2
222471,6
210960,2
269074,2
110306,6
101425,5
162034,2
109548,2
127778,2
127983,11
218556,11
259067,11
112168,2
183392,2
142862,2
269206,2
98698,11
267618,2
259457,0
145096,2
102480,6
108580,3
138369,2
159424,0
102059,11
263586,2
179006,2
125823,2
232059,7
113600,4
162595,11
182541,2
100979,6
254866,10
105094,4
190594,2
101471,7
148736,2
238048,2
155849,2
100259,2
227896,2
108059,6
233382,4
156054,2
232928,11
221129,2
139031,2
230590,2
134930,2
103648,2
218412,2
132108,11
186140,2
115238,2
157179,2
235092,10
246134,10
133604,4
162165,11
156975,2
102122,2
273582,2
148619,2
106372,5
105379,2
234978,2
212929,0
118188,2
193377,2
140805,5
272008,4
118935,2
227708,2
108451,2
258417,7
231098,11
137189,2
134003,4
117835,2
183267,2
184728,2
107165,11
269107,2
233373,11
119821,2
172029,2
254594,11
267458,4
223181,4
201395,2
241052,2
187748,2
263204,11
269321,6
257633,11
137746,6
260660,2
244559,11
138295,2
270027,2
253599,5
106449,2
117299,2
109742,2
254406,6
114694,4
212758,2
117467,2
149642,6
104853,9
121961,2
105092,6
100866,2
148878,11
274387,6
220209,2
116413,6
237586,5
136333,10
258712,6
99487,3
203105,11
265315,1
254526,11
197726,10
170632,11
228706,5
126067,11
108360,2
254555,2
192041,2
134826,4
208303,2
109573,11
147642,4
171859,2
260669,4
253332,11
101600,2
267077,2
268467,2
177635,2
135740,2
199806,2
221928,11
240168,11
146288,6
228355,4
191051,11
101364,8
126895,2
107084,2
226264,2
105093,8
154024,2
226336,2
141538,6
120101,8
199087,2
214886,6
198317,2
145139,7
179305,2
238004,2
127002,2
165721,2
154808,2
113940,2
137757,11
253668,4
179052,2
119872,4
145761,5
228439,2
249464,2
206160,6
178154,11
225897,2
154134,0
207392,11
161059,2
218664,11
220847,4
103177,2
270412,6
177325,11
115233,2
162320,11
106293,2
99224,8
209978,11
127017,10
210431,2
250152,2
102944,6
233262,2
233249,11
117886,11
121238,10
109474,11
176665,2
238230,2
98575,4
178382,2
242716,2
207460,0
117847,2
109517,2
145560,2
138396,11
175324,2
155022,4
104891,2
176103,2
155869,11
245013,11
256789,1
243004,2
204128,2
228154,5
253470,2
228076,2
102936,4
201359,2
184782,2
129017,7
165098,11
108448,11
122000,2
216692,2
217632,11
115291,8
232104,2
110994,2
236442,4
138325,2
122301,2
248520,6
187296,10
99971,5
264677,6
117583,6
103126,7
269293,2
107873,2
177282,9
182870,2
236058,2
203667,4
212212,2
230837,2
108564,2
145553,2
227432,2
201145,2
162275,10
254445,11
164867,2
230636,2
209507,2
109502,2
135193,2
119633,11
254364,11
175282,2
141970,4
138651,6
153871,2
105422,2
257713,1
183330,2
100059,2
201327,2
199084,2
222332,2
100973,2
177441,4
126148,2
162673,2
252918,4
158077,2
126997,8
102697,4
119014,2
183831,10
103365,2
258949,2
214398,2
160597,2
187699,2
233281,11
127458,2
193651,2
218673,2
217693,11
119329,2
267658,10
148949,2
106352,2
155550,11
108349,6
257546,1
260014,2
122798,2
177426,2
153242,2
210144,6
174964,2
177413,7
103013,8
178023,11
216087,2
171038,11
232166,4
149488,4
126033,11
181292,6
184871,8
255902,2
215326,2
257234,11
227184,2
240122,7
239500,6
106566,2
181660,4
105675,2
108608,2
199852,2
119277,10
194648,2
229231,2
108031,2
123520,9
159387,11
223025,10
264976,2
103231,2
168771,2
245186,11
132187,6
140829,2
246694,11
127702,2
162607,2
209939,2
210801,4
264248,1
247276,2
104952,0
243159,2
140368,2
263866,2
262228,11
154381,2
161072,11
109819,6
136448,2
242286,0
258479,11
112942,3
106454,2
198519,2
184666,4
179435,2
181805,2
109453,4
214403,5
145677,11
141856,9
271422,2
155821,2
246477,2
192363,4
257270,1
245605,2
134219,11
211549,2
200074,6
132046,2
120518,2
258575,11
154330,10
172386,11
255584,2
144988,6
110859,2
169622,2
217670,2
145206,6
134463,11
202096,9
267521,11
167746,2
215247,5
104798,4
109544,2
197990,11
101893,2
117673,2
257938,1
108124,2
210821,2
136286,2
183764,2
237077,11
264703,1
163674,2
255896,10
254816,11
137227,2
266863,2
215481,2
250687,8
131817,10
112372,11
273699,6
108973,2
271742,2
226162,11
216997,2
232958,11
214964,4
145948,2
128823,2
125813,2
109781,10
234681,5
215819,5
230071,11
199413,2
114253,2
234655,3
124156,2
138223,2
103086,2
155114,4
118349,2
136778,5
146221,4
233565,2
268046,2
155631,2
161501,2
205833,2
155553,5
229198,2
233258,11
260296,11
139025,2
115549,2
165740,2
162312,2
115191,2
229713,6
263219,5
173142,2
260285,2
101481,4
105937,4
175379,2
202883,6
123594,11
109499,11
107993,2
155985,5
105593,2
243763,4
267543,2
199422,2
183654,2
160630,2
269630,2
111784,8
141236,2
214359,2
178651,2
254155,11
102564,2
129199,2
187684,2
218751,4
113602,2
172811,2
238190,2
170582,2
109524,11
258011,2
137808,5
146803,2
128471,2
236484,0
209298,2
141712,6
160932,11
222602,11
119472,4
132335,4
129022,2
254854,11
146767,2
157330,2
222024,2
159280,6
154540,2
111743,0
108114,6
161199,2
161971,6
227249,2
208891,4
109839,2
106193,2
117347,2
148785,2
210353,2
117897,2
232533,2
121186,2
165776,2
108430,4
191050,8
149734,2
120565,2
208214,10
233554,11
265674,2
101517,2
236712,2
170791,11
109526,11
249336,2
204817,2
254022,2
100858,2
209586,2
165445,2
234456,2
207671,2
211464,2
191643,8
145449,2
193691,11
265312,2
271771,2
223112,2
109699,6
139635,2
109679,2
241126,2
249908,2
177699,2
104734,6
267520,2
209043,2
258402,1
221265,2
137821,2
230681,6
149390,5
251760,2
121086,6
133769,11
146516,2
224655,4
246100,11
256797,11
120489,2
193718,6
117420,11
100867,2
166022,6
240230,2
232110,2
209446,6
137861,2
197699,10
100134,2
183636,2
98080,2
129203,2
106391,2
113607,2
108382,2
188023,2
108621,2
246035,9
126868,2
127982,2
123705,2
109537,6
121180,2
269036,2
114854,2
231846,2
128110,2
138658,2
232149,2
169675,11
263893,7
222174,2
113596,2
235981,6
134793,6
154908,5
272465,2
142739,2
215885,5
159756,11
200085,2
242370,9
263566,11
168742,6
231166,2
114215,2
198372,6
250242,3
200443,4
258246,2
125484,2
105617,2
100930,2
102078,4
109432,2
226724,6
144870,11
180113,4
239512,2
259291,6
145048,2
101677,4
120677,6
109580,2
168172,3
263985,11
258474,11
190597,2
109659,6
102715,2
131493,2
103258,2
142747,2
99116,0
141464,2
126919,2
259522,11
166329,6
104573,2
106479,2
181204,2
109545,10
203808,4
236732,11
237446,2
147857,2
246136,2
254792,4
169538,2
160360,2
191701,6
146380,2
212405,2
117883,2
134270,2
233394,2
186689,2
106294,2
108302,2
203124,2
211855,2
97899,5
156247,2
254504,11
273059,4
209258,2
162390,4
218255,2
169880,2
136602,2
135641,0
185146,2
114771,2
185357,7
269240,2
123749,2
212860,2
123213,0
259102,4
107215,4
200307,2
161336,6
122654,6
254080,2
112240,4
117378,2
234890,2
117696,2
133498,9
193113,2
101245,2
132275,2
229774,2
264888,1
129015,4
106484,2
121223,11
143988,2
256079,4
111799,2
233502,11
107784,3
254511,2
127112,2
227208,2
121733,2
168298,11
212994,11
233286,11
202113,7
154997,2
138466,5
125010,8
135472,4
153511,11
154672,2
252350,4
146759,2
254225,11
145302,11
133616,2
203228,2
109527,4
255926,2
260372,2
108232,6
237118,11
168660,2
213943,4
173497,11
268957,2
148292,6
184513,11
158889,2
117893,2
219734,2
184220,2
112063,4
109779,6
209198,11
97887,5
120531,2
134208,2
120527,2
246181,2
108157,2
213353,9
164487,2
114548,2
255510,2
189695,2
123059,2
108487,2
183619,4
135267,2
164876,8
145052,11
104984,2
153334,8
263190,4
107010,2
213829,2
109497,11
116127,2
226355,2
138455,11
217876,2
120550,5
135008,2
242902,6
156426,4
219189,4
257149,11
182587,2
210357,2
199743,5
204959,2
123877,2
105768,6
217941,3
185189,2
268945,2
186555,2
109634,2
105191,6
168295,11
134541,6
103350,2
230459,2
109761,2
147261,2
201613,2
144943,2
258859,11
120115,2
202018,2
164350,8
245471,6
101152,2
173067,11
270159,2
237628,2
259068,2
187993,2
254585,11
228723,2
266018,4
105157,2
209413,2
103987,4
195779,2
211222,2
154637,11
250874,2
143398,2
123533,2
184804,11
145846,2
250196,2
119298,2
116133,2
115353,4
258975,2
118347,2
137805,2
128089,9
167534,2
265066,2
106678,6
211877,2
139742,2
142300,2
127550,2
128040,11
109714,10
163705,2
143958,2
206259,9
117905,6
229892,11
117794,0
183368,2
139620,2
114600,11
123091,2
149398,6
248281,5
101819,5
198493,9
177723,11
184323,2
258370,1
268311,2
161900,2
178008,11
241060,8
158664,6
120542,0
271689,2
103355,2
157832,2
178101,2
157961,10
118535,2
240779,4
117108,2
109827,2
199515,2
136451,6
164324,2
149520,11
172288,9
140561,2
183318,2
116301,2
255990,1
133381,11
128088,6
162734,2
225307,4
238899,2
167533,2
265247,2
127573,2
109984,2
209936,6
136422,2
208472,2
274590,11
166405,2
131858,6
238471,2
109536,11
243885,9
266457,2
183288,2
123607,4
109745,2
104882,2
106774,2
176239,2
150631,4
205679,2
251130,9
108097,8
211220,7
143247,11
123819,2
137154,6
212373,11
213598,2
255364,2
150733,2
231131,2
164782,4
168079,2
217860,11
102687,2
271162,2
147267,2
102917,2
178648,8
225646,4
257738,1
138896,6
121163,11
107213,4
135461,7
236465,2
212858,6
133323,10
154567,2
137272,2
104576,2
263624,1
233253,2
212441,4
149399,2
225752,2
118179,11
109549,11
234409,2
241408,2
154912,10
149548,2
156250,7
115530,4
137912,6
254109,0
140167,0
120818,2
210918,11
218833,2
128603,2
143128,2
254693,11
134228,2
242463,2
179910,2
267653,2
134837,6
117492,4
184041,2
103127,2
147263,2
233291,6
167167,2
129202,2
162190,2
263641,2
114071,4
210090,2
149066,2
122459,10
241568,2
101059,4
106488,2
134634,2
134733,2
156221,2
165411,2
183594,6
126001,6
186561,2
102896,10
120849,2
164391,2
192647,11
162719,2
153868,6
113603,2
103097,2
162472,11
174645,2
100997,2
222529,2
251368,11
119310,2
268494,11
115446,2
161043,10
217730,2
237934,2
117974,2
124247,8
100215,6
165938,4
147282,2
162799,4
182914,4
193481,2
255105,11
263578,1
190101,2
244296,2
102088,4
154707,2
168717,2
228228,2
160431,2
200505,4
139037,2
109533,6
209292,6
118074,2
254580,6
111829,2
119239,2
101862,2
237666,3
254377,0
144684,5
149782,11
121964,2
117277,2
233268,2
154822,2
106247,6
234757,2
109757,2
182852,2
206686,11
176484,11
109540,6
221777,2
103524,6
190251,6
171460,4
233255,2
260352,2
260361,2
244193,7
159933,2
120435,2
253262,11
188174,6
233574,2
125395,4
271152,8
233722,11
104016,2
146236,2
168384,10
109551,6
232348,11
135876,2
188118,2
134911,2
218292,2
119338,2
210304,6
273524,2
227965,11
161498,2
233366,2
113385,2
114407,11
226488,2
144768,11
233254,2
117840,8
237020,11
106652,4
190345,2
134235,5
101365,0
121531,2
132955,2
231059,5
233576,2
126794,6
201214,4
168055,2
122738,2
254642,11
107319,2
117871,7
257618,11
238146,2
144356,2
109512,2
211882,2
191207,2
258537,6
113391,2
143027,11
104283,8
123617,11
187722,2
252283,6
259026,11
249626,2
229666,2
132351,6
230679,2
183660,2
237810,2
145878,4
155867,2
139921,2
161058,6
257497,2
129673,4
240455,2
248264,2
148560,2
160915,2
109657,4
266800,2
116833,11
267351,2
132319,6
178949,2
101450,2
235655,2
160971,6
254271,11
100807,2
265681,8
268420,8
222159,11
198500,2
222941,6
172450,2
121040,2
119893,11
243345,2
166607,6
156775,8
260603,2
158361,7
154995,2
105034,2
100081,2
200691,11
161066,11
104322,2
121815,2
180589,2
115625,11
258780,11
116084,2
209467,11
209784,11
109567,11
127147,2
232703,11
236056,2
233483,2
258035,6
242751,11
141603,2
109834,2
255111,2
128012,6
230403,2
145467,7
116974,11
119177,2
243312,11
137695,2
147320,2
170348,2
175607,2
184856,2
126002,5
249387,7
229300,11
160434,2
105084,11
103005,2
144936,4
238425,2
105063,2
234400,2
245953,8
259578,2
108289,2
117708,2
102109,4
166431,11
229493,2
191626,6
126830,6
112771,2
102115,11
114924,2
105148,6
117063,11
157908,3
231215,2
212462,2
260385,1
104760,10
119026,2
247901,11
107354,11
135711,0
119746,2
143062,2
184182,2
250025,2
117312,4
189363,2
105516,6
107234,11
229075,4
168236,11
223410,2
229638,2
162192,2
106402,2
128615,4
265930,11
141662,4
128632,6
272827,2
252444,10
237565,2
113513,4
259438,2
106482,2
104364,10
259642,2
161020,4
226013,11
233569,11
254840,11
134613,11
157911,2
106571,2
232111,11
102839,2
115229,2
122207,10
184132,2
130683,2
183352,2
183608,3
199056,11
99954,2
237122,2
238914,2
162099,2
221555,2
103506,4
111163,6
123744,2
254454,4
201450,2
228134,4
175438,6
103575,6
212572,2
104829,4
118156,2
199230,2
211290,11
246178,2
123316,8
155047,11
177664,2
254023,11
212253,6
225736,2
109333,2
154011,2
146679,2
225470,11
104396,4
224646,2
254540,2
155532,4
120927,6
121956,2
229040,11
231842,11
237842,4
183572,2
264669,9
112938,2
272415,2
189788,2
242387,2
198740,10
141526,11
159448,11
189384,6
103401,2
174213,2
103255,5
114130,2
134378,2
121523,3
221833,2
226454,2
115562,11
127008,2
169973,2
237084,2
118477,10
162360,2
106477,2
265432,8
138030,2
133642,2
233047,4
115087,0
259287,2
255910,11
113443,2
123019,11
134434,4
107321,2
191699,2
118757,2
265520,6
242660,2
205184,2
233439,2
242690,11
263471,11
104706,8
167799,2
159685,5
104066,10
171434,2
255789,2
212948,2
245697,2
118210,2
109575,2
218185,11
228873,6
119316,2
136813,2
272491,2
256709,2
127313,11
147271,2
109732,6
168143,10
160202,2
101370,8
134928,2
123240,2
186181,2
108308,6
183166,2
207987,6
104972,4
108266,7
104964,2
211873,6
212054,11
216781,2
273033,2
264181,2
177846,2
106466,2
160946,4
117691,8
104861,2
233561,2
116950,10
198465,4
238922,2
118869,2
223067,11
165808,4
100995,4
136941,2
268884,11
260400,8
158703,2
159934,2
103582,5
201936,6
164037,2
210553,2
120592,2
208102,6
109808,2
232109,2
120833,10
259317,10
98815,2
191005,4
120959,2
243057,2
159385,11
216872,2
99213,11
200324,2
236057,9
102285,2
254478,11
164392,2
120483,2
256589,11
233393,2
175320,2
210815,8
143772,6
123899,2
151249,11
132123,4
267195,2
98905,2
210155,2
263521,1
136699,4
109685,5
136678,11
110684,2
254231,9
153623,4
183617,4
147988,11
230414,2
183786,2
141698,4
106225,2
189661,6
258720,1
123261,2
248534,11
165245,10
232312,6
221824,2
220964,9
134389,2
202380,2
102027,6
127461,2
200520,10
255754,2
145005,2
215374,9
210252,5
210308,4
272962,2
252814,2
156537,2
106596,11
269705,2
121056,2
160920,6
202829,11
237912,10
147032,6
198401,2
267823,2
218225,2
256505,11
154377,2
109494,2
155730,5
267815,2
260483,2
119170,2
104904,2
102159,2
250489,2
140072,7
215431,11
183408,9
158428,2
240950,2
252847,8
167807,10
149863,6
164112,11
120522,2
209987,11
106197,10
100922,2
103994,2
134594,2
211094,2
243262,11
229842,10
255649,2
113169,11
252141,2
120085,2
235213,10
143657,2
175603,2
239025,11
123976,3
153261,2
273998,2
109806,2
122774,4
189507,2
154801,2
232107,11
254452,4
102935,2
126495,2
129204,2
192458,2
103895,5
235197,2
108370,2
166666,4
233261,11
104256,2
233577,11
143207,2
109633,2
254746,11
233618,2
109723,2
178820,10
108128,10
109811,5
106558,10
101448,2
183406,2
103027,0
105258,4
199004,2
138457,11
198536,6
254796,2
256945,2
191922,11
121509,2
104196,2
256356,2
115626,11
157905,2
134315,2
106624,2
207073,2
249122,2
154337,11
134771,3
103314,4
192455,2
171023,2
104475,2
123572,4
140787,5
132938,2
115292,2
140995,2
120549,2
139624,6
111778,2
105211,5
211963,2
205539,2
236240,0
186607,6
110063,2
228107,2
183841,6
259550,2
138503,2
108541,2
168519,2
156991,2
209656,2
231781,2
148804,2
162571,11
238884,2
118346,2
254688,11
222850,2
127016,2
102236,0
110831,2
169297,2
233386,2
122387,4
138599,2
269959,8
194954,11
116345,4
208846,2
116108,4
179842,5
180654,4
144560,7
109462,4
172795,4
178374,5
123810,11
273630,6
235070,2
260264,11
201225,11
156357,2
139464,2
264676,11
170302,8
102974,2
156539,2
114006,2
106242,2
190624,10
123487,11
184864,2
219556,2
164868,2
269150,2
146454,2
237995,2
141785,2
213376,2
109555,11
133778,11
233241,2
232184,2
139559,11
183420,6
252786,11
203013,6
154236,4
198582,2
245152,11
251585,2
264552,11
109748,2
143587,11
154931,2
135683,2
109606,2
105701,2
228100,11
250652,11
146235,4
183837,2
258795,6
117357,2
190396,2
181453,6
176022,4
200580,5
169989,2
263235,2
245288,7
146575,2
244617,2
183860,5
141943,11
134496,2
213612,0
109683,3
247131,11
155644,2
102327,5
189530,2
117295,2
187216,2
135318,10
273022,2
145369,2
171571,2
233371,2
268209,8
118775,0
146260,2
221979,2
157944,2
237264,4
217389,11
250181,6
143361,2
219643,2
198550,2
266840,2
269204,2
264901,1
254467,2
263891,2
233265,4
237577,2
249673,2
159612,2
178153,9
112251,6
106832,2
124630,9
142833,5
168062,3
217854,2
109479,5
183639,2
141898,4
240794,4
188028,8
233659,11
244246,2
173693,11
111264,2
169969,8
223689,9
146006,2
124251,2
133822,11
240381,2
140769,11
132674,8
104657,2
227685,2
114861,2
209604,2
258166,6
158806,2
154799,6
241534,0
134207,11
258430,11
168721,2
265190,11
100300,4
240539,11
128895,11
114727,2
176118,2
223307,2
211053,11
111985,2
158341,2
190034,2
107982,2
250633,2
248926,2
219604,2
258602,2
149378,2
141202,2
218550,2
114624,4
167038,9
183553,11
136698,2
105513,6
172081,2
123294,11
103544,2
254331,6
201047,2
103458,2
165746,2
185081,2
134663,6
142373,2
139388,2
225446,2
101178,2
113221,6
187113,4
165295,11
175245,2
160917,4
155031,2
168222,2
224918,2
210751,7
137984,5
231194,2
123687,2
145433,2
144271,2
157094,4
131654,10
136310,11
233942,11
142635,2
129382,2
228722,2
267486,2
239142,11
203632,6
266712,2
244252,2
238088,2
131480,2
128915,2
256555,6
245364,11
106490,4
233557,11
237310,4
267775,7
121311,2
106151,11
121297,6
183929,2
109370,2
256291,6
104893,2
128100,2
227166,11
109619,2
154618,8
231684,11
128305,6
244305,2
168275,2
106056,2
99496,4
103880,2
164875,11
269378,6
134165,2
231996,11
256674,1
207094,0
149010,10
143108,2
211104,3
118215,2
246909,2
173423,6
183297,8
114444,4
263349,2
110247,4
167792,11
128910,11
229101,6
188024,2
250092,4
178663,2
185219,2
255104,11
108493,2
164728,2
209418,2
120386,2
173632,2
107106,11
140689,6
235897,2
230563,2
140317,2
209201,2
113568,2
184617,2
254554,11
139561,2
182682,4
127000,4
259914,2
246177,2
139987,2
141140,2
113559,2
122794,2
131354,11
111145,6
119146,2
139996,2
221164,11
233251,2
201215,7
102750,11
259158,2
269311,4
146832,2
119269,4
160690,11
154374,4
104017,2
241279,11
269842,6
146373,11
171820,2
159335,11
177430,11
258191,2
222153,2
202620,2
137894,4
214738,4
102255,5
230579,2
207056,2
109795,2
237889,4
254034,11
238047,11
209439,11
121595,2
243400,10
101146,4
236461,2
187942,2
217726,2
238926,11
201677,2
259412,2
134471,4
189873,2
257606,4
103600,2
163173,2
263609,4
161044,2
234350,2
189324,2
127915,2
203516,2
226939,2
119890,11
164144,2
236555,4
120136,6
97862,4
209588,5
159386,11
178009,2
229172,2
127919,2
126028,2
103919,2
273112,2
156785,2
233383,11
161716,11
155944,2
113613,2
144670,6
168045,2
122295,2
269207,0
258382,6
240333,2
134218,11
190619,2
101574,2
134480,2
141854,2
137996,2
204842,2
235859,2
183367,2
187630,2
193144,2
254104,11
141029,2
244117,2
105224,2
134945,6
232652,2
203183,2
144733,4
145013,7
111139,11
183734,4
115557,2
137527,2
104664,7
225833,4
250934,2
163741,2
165168,4
145607,2
167599,2
212392,2
206707,2
101510,5
217267,2
169872,6
254532,2
209696,4
98539,2
238773,6
146032,2
109965,4
251182,4
144951,8
113619,2
228733,2
109553,11
213601,2
173100,2
222311,11
118222,11
134917,11
243267,10
148784,2
189248,2
231878,2
116399,4
247935,11
272880,2
216584,11
162801,2
235913,11
201480,2
160520,2
209353,2
220048,11
109776,7
267945,4
143414,2
117345,6
184854,8
268970,11
209438,11
209108,2
263330,2
154985,2
117894,4
100100,4
129044,2
106966,2
183355,6
166436,2
257232,11
169323,2
212397,2
240907,11
203133,2
224867,11
271645,6
100944,6
171800,2
154996,7
121817,2
153908,2
114201,2
182165,2
237597,2
209494,2
226945,4
256866,11
254718,11
117380,2
183256,6
231409,2
161256,2
103274,2
129027,2
232780,2
218158,4
184831,4
186624,2
116985,6
176584,5
184264,2
164796,6
230772,2
244445,2
213234,2
241389,11
128376,2
241255,5
189356,2
260246,11
159586,2
106411,2
206811,11
136930,2
175323,2
159068,2
120962,4
248355,2
220930,5
134481,2
159681,5
109858,2
258538,10
102129,11
186143,7
132179,2
198513,2
214363,5
122870,6
109835,5
172122,5
121916,2
159953,6
155810,2
222730,7
216674,2
125398,4
229591,4
139354,5
115564,11
131888,5
117289,2
237225,5
120162,7
109805,2
260317,1
125591,2
104046,2
183283,2
136701,2
141296,7
117627,11
200822,2
227465,2
184776,2
232654,2
272425,2
255986,2
145201,2
233245,11
133816,2
158520,2
270641,2
217116,4
117365,6
112058,6
117363,2
243289,6
140547,0
138759,2
106316,2
101338,10
116153,8
271701,2
147583,2
104949,4
260257,2
113746,6
109863,2
182803,2
240904,11
104721,2
164203,2
162000,2
164534,2
186544,3
238362,1
153831,2
137316,4
119096,0
226950,11
106517,2
219326,11
164780,9
265324,2
140144,2
265336,2
204913,2
202581,2
104810,2
200027,2
247608,2
183800,2
221667,7
108480,11
211126,11
106573,6
140383,2
176485,2
137333,3
147787,2
120512,2
169763,11
221259,2
229709,2
175933,2
254494,2
177181,2
159063,2
115258,2
233446,2
149440,6
123587,2
146081,2
145131,6
125762,2
114576,8
247870,2
265541,4
113548,11
106580,2
118398,2
157208,2
218645,2
242963,6
117789,2
240857,2
102752,4
121344,3
250142,11
160909,8
213077,2
269376,8
189421,11
235608,2
139418,2
109686,2
199196,2
259173,11
209447,4
175629,2
165427,11
171019,11
162174,7
120985,4
248142,6
203027,2
267662,2
256322,2
154607,2
237186,2
220955,2
106179,2
105695,6
149037,2
125905,2
129546,2
122348,4
122005,2
233614,2
108002,2
97903,2
252996,11
128097,10
209140,2
255568,6
265478,2
131819,6
243438,2
234980,5
108497,2
113292,2
267324,4
141515,2
259782,0
199924,2
256103,2
217794,11
230992,2
164730,2
103282,4
188104,2
114508,4
152000,2
186779,2
133706,11
214976,2
119712,2
104957,2
102788,11
240967,11
101442,2
228181,6
183282,2
161082,2
163211,4
218210,2
98532,2
175413,3
123905,2
115458,11
268279,6
104875,2
233263,2
157594,9
264183,2
260100,4
123274,11
158613,9
227017,2
106432,2
205973,2
159716,2
266729,2
103101,5
201430,4
239274,10
128423,2
118397,2
186981,9
259797,6
129551,2
213055,2
247258,4
117464,2
235960,8
225562,11
106033,2
270751,11
160941,11
253670,2
136966,2
155535,2
244996,2
176205,2
238800,2
213175,2
119192,2
185611,5
161242,6
148766,6
247152,11
233510,11
103701,6
265570,11
218500,2
206776,4
259724,2
212625,8
160960,2
