dblp,wikidata
http://dblp.l3s.de/d2r/resource/authors/Chigbogu_G._Ozoegwu,http://www.wikidata.org/entity/Q57417213
http://dblp.l3s.de/d2r/resource/authors/Alessandro_Vullo,http://www.wikidata.org/entity/Q41827716
http://dblp.l3s.de/d2r/resource/authors/Andy_Yates,http://www.wikidata.org/entity/Q51915599
http://dblp.l3s.de/d2r/resource/authors/Anja_Thormann,http://www.wikidata.org/entity/Q55163285
http://dblp.l3s.de/d2r/resource/authors/Bronwen_L._Aken,http://www.wikidata.org/entity/Q30503275
http://dblp.l3s.de/d2r/resource/authors/Daniel_N._Murphy,http://www.wikidata.org/entity/Q55189651
http://dblp.l3s.de/d2r/resource/authors/Daniel_R._Zerbino,http://www.wikidata.org/entity/Q37392174
http://dblp.l3s.de/d2r/resource/authors/Daniel_Sheppard,http://www.wikidata.org/entity/Q57179518
http://dblp.l3s.de/d2r/resource/authors/Denise_Carvalho-Silva,http://www.wikidata.org/entity/Q42786601
http://dblp.l3s.de/d2r/resource/authors/Emily_Perry,http://www.wikidata.org/entity/Q55163296
http://dblp.l3s.de/d2r/resource/authors/Ewan_Birney,http://www.wikidata.org/entity/Q4869199
http://dblp.l3s.de/d2r/resource/authors/Fergal_J._Martin,http://www.wikidata.org/entity/Q61192018
http://dblp.l3s.de/d2r/resource/authors/Fiona_Cunningham,http://www.wikidata.org/entity/Q30347508
http://dblp.l3s.de/d2r/resource/authors/Guy_Coates,http://www.wikidata.org/entity/Q55155219
http://dblp.l3s.de/d2r/resource/authors/Konstantinos_Billis,http://www.wikidata.org/entity/Q55189657
http://dblp.l3s.de/d2r/resource/authors/Laurent_Gil,http://www.wikidata.org/entity/Q55163289
http://dblp.l3s.de/d2r/resource/authors/Magali_Ruffier,http://www.wikidata.org/entity/Q28946160
http://dblp.l3s.de/d2r/resource/authors/Mateus_Patricio,http://www.wikidata.org/entity/Q56528874
http://dblp.l3s.de/d2r/resource/authors/Matthieu_Muffato,http://www.wikidata.org/entity/Q30519088
http://dblp.l3s.de/d2r/resource/authors/Miguel_Pignatelli,http://www.wikidata.org/entity/Q57026932
http://dblp.l3s.de/d2r/resource/authors/Nathan_Johnson,http://www.wikidata.org/entity/Q55155214
http://dblp.l3s.de/d2r/resource/authors/Paul_Flicek,http://www.wikidata.org/entity/Q28359506
http://dblp.l3s.de/d2r/resource/authors/Rishi_Nag,http://www.wikidata.org/entity/Q55163286
http://dblp.l3s.de/d2r/resource/authors/Sarah_E._Hunt,http://www.wikidata.org/entity/Q30504323
http://dblp.l3s.de/d2r/resource/authors/Sophie_H._Janacek,http://www.wikidata.org/entity/Q43266383
http://dblp.l3s.de/d2r/resource/authors/Stephen_J._Trevanion,http://www.wikidata.org/entity/Q28946164
http://dblp.l3s.de/d2r/resource/authors/Stephen_Keenan,http://www.wikidata.org/entity/Q30504313
http://dblp.l3s.de/d2r/resource/authors/Steven_P._Wilder,http://www.wikidata.org/entity/Q30503485
http://dblp.l3s.de/d2r/resource/authors/Thibaut_Hourlier,http://www.wikidata.org/entity/Q28946163
http://dblp.l3s.de/d2r/resource/authors/Thomas_Juettemann,http://www.wikidata.org/entity/Q55163283
http://dblp.l3s.de/d2r/resource/authors/William_M._McLaren,http://www.wikidata.org/entity/Q30347510
http://dblp.l3s.de/d2r/resource/authors/Marc_Timme,http://www.wikidata.org/entity/Q86273924
http://dblp.l3s.de/d2r/resource/authors/Ludo_Waltman,http://www.wikidata.org/entity/Q56085880
http://dblp.l3s.de/d2r/resource/authors/Nees_Jan_van_Eck,http://www.wikidata.org/entity/Q56475605
http://dblp.l3s.de/d2r/resource/authors/John_Quackenbush,http://www.wikidata.org/entity/Q6253638
http://dblp.l3s.de/d2r/resource/authors/Alicia_J._Spittle,http://www.wikidata.org/entity/Q40528337
http://dblp.l3s.de/d2r/resource/authors/Cynthia_E._Rogers,http://www.wikidata.org/entity/Q42409753
http://dblp.l3s.de/d2r/resource/authors/Jeanie_L._Y._Cheong,http://www.wikidata.org/entity/Q38798986
http://dblp.l3s.de/d2r/resource/authors/Lex_W._Doyle,http://www.wikidata.org/entity/Q37838595
http://dblp.l3s.de/d2r/resource/authors/Lillian_G._Matthews,http://www.wikidata.org/entity/Q58322465
http://dblp.l3s.de/d2r/resource/authors/Marc_L._Seal,http://www.wikidata.org/entity/Q47701711
http://dblp.l3s.de/d2r/resource/authors/Peter_J._Anderson,http://www.wikidata.org/entity/Q37838582
http://dblp.l3s.de/d2r/resource/authors/Richard_Beare,http://www.wikidata.org/entity/Q67218808
http://dblp.l3s.de/d2r/resource/authors/Andrea_Passerini,http://www.wikidata.org/entity/Q59192713
http://dblp.l3s.de/d2r/resource/authors/Frank_W._Nicholas,http://www.wikidata.org/entity/Q42743391
http://dblp.l3s.de/d2r/resource/authors/Heather_L._Urry,http://www.wikidata.org/entity/Q63368318
http://dblp.l3s.de/d2r/resource/authors/Richard_J._Davidson,http://www.wikidata.org/entity/Q71490940
http://dblp.l3s.de/d2r/resource/authors/Tom_Johnstone,http://www.wikidata.org/entity/Q30505524
http://dblp.l3s.de/d2r/resource/authors/Pascale_Gaudet,http://www.wikidata.org/entity/Q30032484
http://dblp.l3s.de/d2r/resource/authors/Petra_Fey,http://www.wikidata.org/entity/Q71564910
http://dblp.l3s.de/d2r/resource/authors/Siddhartha_Basu,http://www.wikidata.org/entity/Q79946847
http://dblp.l3s.de/d2r/resource/authors/Warren_A._Kibbe,http://www.wikidata.org/entity/Q42637546
http://dblp.l3s.de/d2r/resource/authors/Kamiar_Aminian,http://www.wikidata.org/entity/Q38799596
http://dblp.l3s.de/d2r/resource/authors/Bashistha_Kumar_Kanth,http://www.wikidata.org/entity/Q82658563
http://dblp.l3s.de/d2r/resource/authors/Nicolas_Brunel,http://www.wikidata.org/entity/Q49268381
http://dblp.l3s.de/d2r/resource/authors/Samuel_H._Payne,http://www.wikidata.org/entity/Q42739264
http://dblp.l3s.de/d2r/resource/authors/Duan_Li_0001,http://www.wikidata.org/entity/Q44746282
http://dblp.l3s.de/d2r/resource/authors/Xue_Sun,http://www.wikidata.org/entity/Q83066080
http://dblp.l3s.de/d2r/resource/authors/Isaac_Dialsingh,http://www.wikidata.org/entity/Q61150490
http://dblp.l3s.de/d2r/resource/authors/Clare_Kelly,http://www.wikidata.org/entity/Q42882972
http://dblp.l3s.de/d2r/resource/authors/F._Xavier_Castellanos,http://www.wikidata.org/entity/Q5484056
http://dblp.l3s.de/d2r/resource/authors/Pierre_Bellec,http://www.wikidata.org/entity/Q56943881
http://dblp.l3s.de/d2r/resource/authors/Roberto_Toro,http://www.wikidata.org/entity/Q47702118
http://dblp.l3s.de/d2r/resource/authors/Carrie_R._Leana,http://www.wikidata.org/entity/Q83981184
http://dblp.l3s.de/d2r/resource/authors/Axel_Mosig,http://www.wikidata.org/entity/Q64319254
http://dblp.l3s.de/d2r/resource/authors/Elena_Casiraghi,http://www.wikidata.org/entity/Q59533850
http://dblp.l3s.de/d2r/resource/authors/Matthew_S._Matell,http://www.wikidata.org/entity/Q42434382
http://dblp.l3s.de/d2r/resource/authors/Alishir_Kurban,http://www.wikidata.org/entity/Q60073002
http://dblp.l3s.de/d2r/resource/authors/Dermot_Lynott,http://www.wikidata.org/entity/Q58656726
http://dblp.l3s.de/d2r/resource/authors/Louise_Connell,http://www.wikidata.org/entity/Q50737289
http://dblp.l3s.de/d2r/resource/authors/Anand_Swaroop,http://www.wikidata.org/entity/Q30506132
http://dblp.l3s.de/d2r/resource/authors/Martin_J._Lercher,http://www.wikidata.org/entity/Q30518286
http://dblp.l3s.de/d2r/resource/authors/Hiro_Takahashi,http://www.wikidata.org/entity/Q51934094
http://dblp.l3s.de/d2r/resource/authors/Satoshi_Naito,http://www.wikidata.org/entity/Q42872601
http://dblp.l3s.de/d2r/resource/authors/Hailiang_Huang,http://www.wikidata.org/entity/Q30508428
http://dblp.l3s.de/d2r/resource/authors/Bin_Wu,http://www.wikidata.org/entity/Q64746666
http://dblp.l3s.de/d2r/resource/authors/Donald_A._Norman,http://www.wikidata.org/entity/Q56580989
http://dblp.l3s.de/d2r/resource/authors/Emmanuel_Thanassoulis,http://www.wikidata.org/entity/Q60656172
http://dblp.l3s.de/d2r/resource/authors/Alexander_Bockmayr,http://www.wikidata.org/entity/Q47760652
http://dblp.l3s.de/d2r/resource/authors/Dean_F._Sittig,http://www.wikidata.org/entity/Q42798499
http://dblp.l3s.de/d2r/resource/authors/Emily_C._Williams,http://www.wikidata.org/entity/Q79205279
http://dblp.l3s.de/d2r/resource/authors/Peter_Tarczy-Hornoch,http://www.wikidata.org/entity/Q37385997
http://dblp.l3s.de/d2r/resource/authors/Thomas_H._Payne,http://www.wikidata.org/entity/Q59749758
http://dblp.l3s.de/d2r/resource/authors/Brenda_Gallie,http://www.wikidata.org/entity/Q55203938
http://dblp.l3s.de/d2r/resource/authors/Myriam_Gharbi,http://www.wikidata.org/entity/Q56380219
http://dblp.l3s.de/d2r/resource/authors/Benjamin_Becker,http://www.wikidata.org/entity/Q47166941
http://dblp.l3s.de/d2r/resource/authors/Jessica_Dubois,http://www.wikidata.org/entity/Q47504006
http://dblp.l3s.de/d2r/resource/authors/Manon_J._N._L._Benders,http://www.wikidata.org/entity/Q86703873
http://dblp.l3s.de/d2r/resource/authors/Petra_S._H%C3%BCppi,http://www.wikidata.org/entity/Q55324568
http://dblp.l3s.de/d2r/resource/authors/Chee_Peng_Lim,http://www.wikidata.org/entity/Q57477925
http://dblp.l3s.de/d2r/resource/authors/Diane_E._Handy,http://www.wikidata.org/entity/Q63731125
http://dblp.l3s.de/d2r/resource/authors/Joseph_Loscalzo,http://www.wikidata.org/entity/Q64498968
http://dblp.l3s.de/d2r/resource/authors/Manuel_M._Oliveira,http://www.wikidata.org/entity/Q54274887
http://dblp.l3s.de/d2r/resource/authors/S._Gnanakaran,http://www.wikidata.org/entity/Q41047925
http://dblp.l3s.de/d2r/resource/authors/Ruud_G._J._Meulenbroek,http://www.wikidata.org/entity/Q73198027
http://dblp.l3s.de/d2r/resource/authors/Andy_Brass,http://www.wikidata.org/entity/Q15994326
http://dblp.l3s.de/d2r/resource/authors/Carole_A._Goble,http://www.wikidata.org/entity/Q11604
http://dblp.l3s.de/d2r/resource/authors/Norman_W._Paton,http://www.wikidata.org/entity/Q14492070
http://dblp.l3s.de/d2r/resource/authors/Sean_Bechhofer,http://www.wikidata.org/entity/Q56513265
http://dblp.l3s.de/d2r/resource/authors/Rhiju_Das,http://www.wikidata.org/entity/Q41048751
http://dblp.l3s.de/d2r/resource/authors/Lars_K._Nielsen,http://www.wikidata.org/entity/Q30506227
http://dblp.l3s.de/d2r/resource/authors/Pedro_Saa,http://www.wikidata.org/entity/Q59558060
http://dblp.l3s.de/d2r/resource/authors/Frank_van_Harmelen,http://www.wikidata.org/entity/Q5490605
http://dblp.l3s.de/d2r/resource/authors/Wei_Lou,http://www.wikidata.org/entity/Q60662558
http://dblp.l3s.de/d2r/resource/authors/Peter_V._Coveney,http://www.wikidata.org/entity/Q56809558
http://dblp.l3s.de/d2r/resource/authors/Jacek_M._Leski,http://www.wikidata.org/entity/Q52087611
http://dblp.l3s.de/d2r/resource/authors/Marian_Kotas,http://www.wikidata.org/entity/Q79365033
http://dblp.l3s.de/d2r/resource/authors/Diego_Marin,http://www.wikidata.org/entity/Q55113974
http://dblp.l3s.de/d2r/resource/authors/Alan_Bridge,http://www.wikidata.org/entity/Q42745470
http://dblp.l3s.de/d2r/resource/authors/Henning_Hermjakob,http://www.wikidata.org/entity/Q28833307
http://dblp.l3s.de/d2r/resource/authors/Karine_Robbe,http://www.wikidata.org/entity/Q55172467
http://dblp.l3s.de/d2r/resource/authors/Rachael_P._Huntley,http://www.wikidata.org/entity/Q42858322
http://dblp.l3s.de/d2r/resource/authors/Rolf_Apweiler,http://www.wikidata.org/entity/Q7360689
http://dblp.l3s.de/d2r/resource/authors/Samuel_Kerrien,http://www.wikidata.org/entity/Q30158416
http://dblp.l3s.de/d2r/resource/authors/Sandra_E._Orchard,http://www.wikidata.org/entity/Q47503082
http://dblp.l3s.de/d2r/resource/authors/Jerome_K._Vanclay,http://www.wikidata.org/entity/Q56233358
http://dblp.l3s.de/d2r/resource/authors/Edward_M._Marcotte,http://www.wikidata.org/entity/Q5344337
http://dblp.l3s.de/d2r/resource/authors/Ioannis_Xenarios,http://www.wikidata.org/entity/Q42233078
http://dblp.l3s.de/d2r/resource/authors/Nikolay_V._Dokholyan,http://www.wikidata.org/entity/Q38319632
http://dblp.l3s.de/d2r/resource/authors/Shuangye_Yin,http://www.wikidata.org/entity/Q38155175
http://dblp.l3s.de/d2r/resource/authors/Andrzej_J._Bojarski,http://www.wikidata.org/entity/Q57198570
http://dblp.l3s.de/d2r/resource/authors/Irina_Kufareva,http://www.wikidata.org/entity/Q38319846
http://dblp.l3s.de/d2r/resource/authors/Rafal_Kurczab,http://www.wikidata.org/entity/Q43370957
http://dblp.l3s.de/d2r/resource/authors/Zdzislaw_Chilmonczyk,http://www.wikidata.org/entity/Q44684158
http://dblp.l3s.de/d2r/resource/authors/Suresh_B._Mudunuri,http://www.wikidata.org/entity/Q57199776
http://dblp.l3s.de/d2r/resource/authors/Ernesto_William_De_Luca,http://www.wikidata.org/entity/Q57965737
http://dblp.l3s.de/d2r/resource/authors/Marc_St-Hilaire,http://www.wikidata.org/entity/Q57659845
http://dblp.l3s.de/d2r/resource/authors/Edgar_Wingender,http://www.wikidata.org/entity/Q969067
http://dblp.l3s.de/d2r/resource/authors/F._A._Kolpakov,http://www.wikidata.org/entity/Q57056216
http://dblp.l3s.de/d2r/resource/authors/Nikolay_A._Kolchanov,http://www.wikidata.org/entity/Q42716043
http://dblp.l3s.de/d2r/resource/authors/Jitendra_Jonnagaddala,http://www.wikidata.org/entity/Q85889464
http://dblp.l3s.de/d2r/resource/authors/Pradeep_Ray,http://www.wikidata.org/entity/Q57465662
http://dblp.l3s.de/d2r/resource/authors/Siaw-Teng_Liaw,http://www.wikidata.org/entity/Q86929138
http://dblp.l3s.de/d2r/resource/authors/Marcel_A._J._van_Gerven,http://www.wikidata.org/entity/Q63930778
http://dblp.l3s.de/d2r/resource/authors/Jigar_Jogia,http://www.wikidata.org/entity/Q42305976
http://dblp.l3s.de/d2r/resource/authors/Katya_Rubia,http://www.wikidata.org/entity/Q15994720
http://dblp.l3s.de/d2r/resource/authors/Roberto_Tatarelli,http://www.wikidata.org/entity/Q21094954
http://dblp.l3s.de/d2r/resource/authors/Sophia_Frangou,http://www.wikidata.org/entity/Q7562874
http://dblp.l3s.de/d2r/resource/authors/Veena_Kumari,http://www.wikidata.org/entity/Q56935612
http://dblp.l3s.de/d2r/resource/authors/Mohammad_Hossein_Yaghmaee_Moghaddam,http://www.wikidata.org/entity/Q57415248
http://dblp.l3s.de/d2r/resource/authors/Christopher_C._Holmes,http://www.wikidata.org/entity/Q67222264
http://dblp.l3s.de/d2r/resource/authors/Jean-Baptiste_Cazier,http://www.wikidata.org/entity/Q40034925
http://dblp.l3s.de/d2r/resource/authors/John-Marc_Chandonia,http://www.wikidata.org/entity/Q29000419
http://dblp.l3s.de/d2r/resource/authors/Patrice_Koehl,http://www.wikidata.org/entity/Q56057118
http://dblp.l3s.de/d2r/resource/authors/Steven_E._Brenner,http://www.wikidata.org/entity/Q7614656
http://dblp.l3s.de/d2r/resource/authors/Ian_F._Akyildiz,http://www.wikidata.org/entity/Q5981488
http://dblp.l3s.de/d2r/resource/authors/Josep_Miquel_Jornet,http://www.wikidata.org/entity/Q56585816
http://dblp.l3s.de/d2r/resource/authors/Jonathan_Alvarsson,http://www.wikidata.org/entity/Q28865170
http://dblp.l3s.de/d2r/resource/authors/Ola_Engkvist,http://www.wikidata.org/entity/Q43370883
http://dblp.l3s.de/d2r/resource/authors/Ola_Spjuth,http://www.wikidata.org/entity/Q27061853
http://dblp.l3s.de/d2r/resource/authors/Wonhye_Lee,http://www.wikidata.org/entity/Q43232323
http://dblp.l3s.de/d2r/resource/authors/Hiroshi_Mamitsuka,http://www.wikidata.org/entity/Q42174915
http://dblp.l3s.de/d2r/resource/authors/Stamatios_N._Sotiropoulos,http://www.wikidata.org/entity/Q57303819
http://dblp.l3s.de/d2r/resource/authors/Chris_Christodoulou,http://www.wikidata.org/entity/Q58613213
http://dblp.l3s.de/d2r/resource/authors/Vasilis_J._Promponas,http://www.wikidata.org/entity/Q45854633
http://dblp.l3s.de/d2r/resource/authors/Vassilis_Vassiliades,http://www.wikidata.org/entity/Q58613207
http://dblp.l3s.de/d2r/resource/authors/Eivind_Almaas,http://www.wikidata.org/entity/Q54063520
http://dblp.l3s.de/d2r/resource/authors/Daniel_R._Noguera,http://www.wikidata.org/entity/Q41047400
http://dblp.l3s.de/d2r/resource/authors/Jennifer_L._Reed,http://www.wikidata.org/entity/Q61446134
http://dblp.l3s.de/d2r/resource/authors/Saheed_Imam,http://www.wikidata.org/entity/Q59179038
http://dblp.l3s.de/d2r/resource/authors/Timothy_J._Donohue,http://www.wikidata.org/entity/Q37371931
http://dblp.l3s.de/d2r/resource/authors/Franck_Multon,http://www.wikidata.org/entity/Q47200177
http://dblp.l3s.de/d2r/resource/authors/Laetitia_Fradet,http://www.wikidata.org/entity/Q58660427
http://dblp.l3s.de/d2r/resource/authors/Andrea_Facchinetti,http://www.wikidata.org/entity/Q65013130
http://dblp.l3s.de/d2r/resource/authors/Claudio_Cobelli,http://www.wikidata.org/entity/Q49943995
http://dblp.l3s.de/d2r/resource/authors/Simone_Del_Favero,http://www.wikidata.org/entity/Q41450814
http://dblp.l3s.de/d2r/resource/authors/Masahito_Mihara,http://www.wikidata.org/entity/Q59694700
http://dblp.l3s.de/d2r/resource/authors/Matthew_Colonnese,http://www.wikidata.org/entity/Q43196576
http://dblp.l3s.de/d2r/resource/authors/Rustem_Khazipov,http://www.wikidata.org/entity/Q43278756
http://dblp.l3s.de/d2r/resource/authors/Peter_A._Bandettini,http://www.wikidata.org/entity/Q42180855
http://dblp.l3s.de/d2r/resource/authors/Dimitris_A._Pinotsis,http://www.wikidata.org/entity/Q52613344
http://dblp.l3s.de/d2r/resource/authors/Karl_J._Friston,http://www.wikidata.org/entity/Q6371926
http://dblp.l3s.de/d2r/resource/authors/Viktor_K._Jirsa,http://www.wikidata.org/entity/Q40120306
http://dblp.l3s.de/d2r/resource/authors/Timothy_M._Hospedales,http://www.wikidata.org/entity/Q59648161
http://dblp.l3s.de/d2r/resource/authors/G._Bruce_Pike,http://www.wikidata.org/entity/Q47702239
http://dblp.l3s.de/d2r/resource/authors/Karl_Zilles,http://www.wikidata.org/entity/Q23015723
http://dblp.l3s.de/d2r/resource/authors/Katrin_Amunts,http://www.wikidata.org/entity/Q15440162
http://dblp.l3s.de/d2r/resource/authors/Kenichi_Oishi,http://www.wikidata.org/entity/Q47824205
http://dblp.l3s.de/d2r/resource/authors/Pedro_Rosa-Neto,http://www.wikidata.org/entity/Q56985526
http://dblp.l3s.de/d2r/resource/authors/Ana_Tereza_Ribeiro_de_Vasconcelos,http://www.wikidata.org/entity/Q38801050
http://dblp.l3s.de/d2r/resource/authors/Julio_Collado-Vides,http://www.wikidata.org/entity/Q56518622
http://dblp.l3s.de/d2r/resource/authors/Vladimir_Espinosa_Angarica,http://www.wikidata.org/entity/Q56530229
http://dblp.l3s.de/d2r/resource/authors/Jean-Louis_Reymond,http://www.wikidata.org/entity/Q47262336
http://dblp.l3s.de/d2r/resource/authors/Nicolas_Le_Bihan,http://www.wikidata.org/entity/Q63381667
http://dblp.l3s.de/d2r/resource/authors/Mark_Grimshaw,http://www.wikidata.org/entity/Q59600987
http://dblp.l3s.de/d2r/resource/authors/Christophe_Dunand,http://www.wikidata.org/entity/Q38547511
http://dblp.l3s.de/d2r/resource/authors/Gary_D._Stormo,http://www.wikidata.org/entity/Q1494954
http://dblp.l3s.de/d2r/resource/authors/Frederick_A._Matsen_IV,http://www.wikidata.org/entity/Q85635258
http://dblp.l3s.de/d2r/resource/authors/Lisa_Jones-Engel,http://www.wikidata.org/entity/Q30511515
http://dblp.l3s.de/d2r/resource/authors/Nicola_J._van_Rijsbergen,http://www.wikidata.org/entity/Q57062039
http://dblp.l3s.de/d2r/resource/authors/Albert_Sorribas,http://www.wikidata.org/entity/Q41050524
http://dblp.l3s.de/d2r/resource/authors/Carlos_Pozo,http://www.wikidata.org/entity/Q82884605
http://dblp.l3s.de/d2r/resource/authors/Rui_Alves,http://www.wikidata.org/entity/Q79449903
http://dblp.l3s.de/d2r/resource/authors/Isabel_Henriques,http://www.wikidata.org/entity/Q42275053
http://dblp.l3s.de/d2r/resource/authors/Ruth_L._Seal,http://www.wikidata.org/entity/Q37383049
http://dblp.l3s.de/d2r/resource/authors/Steven_J._Marygold,http://www.wikidata.org/entity/Q57227590
http://dblp.l3s.de/d2r/resource/authors/Andreas_Holzinger,http://www.wikidata.org/entity/Q498177
http://dblp.l3s.de/d2r/resource/authors/Sarah_Bonnin,http://www.wikidata.org/entity/Q53923186
http://dblp.l3s.de/d2r/resource/authors/Hidemasa_Bono,http://www.wikidata.org/entity/Q51632894
http://dblp.l3s.de/d2r/resource/authors/Yuki_Naito,http://www.wikidata.org/entity/Q56384052
http://dblp.l3s.de/d2r/resource/authors/Catherine_A._McCarty,http://www.wikidata.org/entity/Q37637392
http://dblp.l3s.de/d2r/resource/authors/Joshua_C._Denny,http://www.wikidata.org/entity/Q56425939
http://dblp.l3s.de/d2r/resource/authors/Luke_V._Rasmussen,http://www.wikidata.org/entity/Q30506685
http://dblp.l3s.de/d2r/resource/authors/Jitender_Kumar_Chhabra,http://www.wikidata.org/entity/Q58495447
http://dblp.l3s.de/d2r/resource/authors/Philippe_De_Wilde,http://www.wikidata.org/entity/Q73779587
http://dblp.l3s.de/d2r/resource/authors/Vince_D._Calhoun,http://www.wikidata.org/entity/Q24924339
http://dblp.l3s.de/d2r/resource/authors/Adolfo_E._Talpalar,http://www.wikidata.org/entity/Q41047007
http://dblp.l3s.de/d2r/resource/authors/Yaroslav_I._Molkov,http://www.wikidata.org/entity/Q41047024
http://dblp.l3s.de/d2r/resource/authors/Alexander_Toet,http://www.wikidata.org/entity/Q56796141
http://dblp.l3s.de/d2r/resource/authors/Robert_A._Edwards,http://www.wikidata.org/entity/Q56810780
http://dblp.l3s.de/d2r/resource/authors/Ali_Ebrahim,http://www.wikidata.org/entity/Q42560855
http://dblp.l3s.de/d2r/resource/authors/Bernhard_%C3%98._Palsson,http://www.wikidata.org/entity/Q4894212
http://dblp.l3s.de/d2r/resource/authors/Joshua_A._Lerman,http://www.wikidata.org/entity/Q38305050
http://dblp.l3s.de/d2r/resource/authors/Hsiao-Lin_Hwa,http://www.wikidata.org/entity/Q42937881
http://dblp.l3s.de/d2r/resource/authors/Li-Yu_D._Liu,http://www.wikidata.org/entity/Q42724425
http://dblp.l3s.de/d2r/resource/authors/Alex_Pentland,http://www.wikidata.org/entity/Q4717615
http://dblp.l3s.de/d2r/resource/authors/Mario_Valderrama,http://www.wikidata.org/entity/Q41047972
http://dblp.l3s.de/d2r/resource/authors/Michael_Wibral,http://www.wikidata.org/entity/Q41047987
http://dblp.l3s.de/d2r/resource/authors/Viola_Priesemann,http://www.wikidata.org/entity/Q56939811
http://dblp.l3s.de/d2r/resource/authors/Michele_Migliore,http://www.wikidata.org/entity/Q41050028
http://dblp.l3s.de/d2r/resource/authors/William_W._Lytton,http://www.wikidata.org/entity/Q42574297
http://dblp.l3s.de/d2r/resource/authors/Ara_Darzi,http://www.wikidata.org/entity/Q336080
http://dblp.l3s.de/d2r/resource/authors/Ben_Seymour,http://www.wikidata.org/entity/Q37384676
http://dblp.l3s.de/d2r/resource/authors/Joel_S._Winston,http://www.wikidata.org/entity/Q57059897
http://dblp.l3s.de/d2r/resource/authors/Raymond_J._Dolan,http://www.wikidata.org/entity/Q21165363
http://dblp.l3s.de/d2r/resource/authors/Dean_J._Tantillo,http://www.wikidata.org/entity/Q40686082
http://dblp.l3s.de/d2r/resource/authors/David_S._Holder,http://www.wikidata.org/entity/Q57020005
http://dblp.l3s.de/d2r/resource/authors/Jessica_C._Kissinger,http://www.wikidata.org/entity/Q47157880
http://dblp.l3s.de/d2r/resource/authors/Andreas_Bartels,http://www.wikidata.org/entity/Q42413516
http://dblp.l3s.de/d2r/resource/authors/Elena_Simona_Lohan,http://www.wikidata.org/entity/Q42031647
http://dblp.l3s.de/d2r/resource/authors/Dominic_J._Withers,http://www.wikidata.org/entity/Q61246342
http://dblp.l3s.de/d2r/resource/authors/Peter_Thomason,http://www.wikidata.org/entity/Q59682024
http://dblp.l3s.de/d2r/resource/authors/Johan_Elf,http://www.wikidata.org/entity/Q5708240
http://dblp.l3s.de/d2r/resource/authors/Johan_Hattne,http://www.wikidata.org/entity/Q56014556
http://dblp.l3s.de/d2r/resource/authors/Timm_Rosburg,http://www.wikidata.org/entity/Q55414164
http://dblp.l3s.de/d2r/resource/authors/Andrew_Pierce,http://www.wikidata.org/entity/Q38641924
http://dblp.l3s.de/d2r/resource/authors/Anthony_D._Whetton,http://www.wikidata.org/entity/Q56421258
http://dblp.l3s.de/d2r/resource/authors/Carlo_Berzuini,http://www.wikidata.org/entity/Q56839935
http://dblp.l3s.de/d2r/resource/authors/Caroline_Dive,http://www.wikidata.org/entity/Q30119872
http://dblp.l3s.de/d2r/resource/authors/Marcus_E._Kleber,http://www.wikidata.org/entity/Q37629727
http://dblp.l3s.de/d2r/resource/authors/Ekaterina_Shelest,http://www.wikidata.org/entity/Q57153426
